RUNNER,AGE,GENDER,EVENT COUNT
1142,N/A,N/A,0
1143,N/A,N/A,1
1144,N/A,N/A,2
1145,N/A,N/A,7
1146,N/A,N/A,1
1147,N/A,N/A,5
1148,N/A,N/A,2
1149,N/A,N/A,0
1150,N/A,N/A,0
1151,N/A,N/A,0
1152,N/A,N/A,3
1153,N/A,N/A,0
1154,N/A,N/A,1
1155,N/A,N/A,7
1156,N/A,N/A,0
1157,N/A,N/A,3
1158,N/A,N/A,0
1159,N/A,N/A,14
1160,N/A,N/A,1
1161,N/A,N/A,6
1162,N/A,N/A,11
1163,N/A,N/A,0
1164,N/A,N/A,0
1165,N/A,N/A,0
1166,N/A,N/A,0
1167,N/A,N/A,22
1168,N/A,N/A,1
1169,N/A,N/A,13
1170,N/A,N/A,1
1171,N/A,N/A,0
1172,N/A,N/A,0
1173,N/A,N/A,0
1174,N/A,N/A,0
1175,N/A,N/A,0
1176,N/A,N/A,0
1177,N/A,N/A,0
1178,N/A,N/A,0
1179,N/A,N/A,5
1180,N/A,N/A,0
1181,N/A,N/A,1
1182,N/A,N/A,1
1183,N/A,N/A,1
1184,N/A,N/A,1
1185,N/A,N/A,0
1186,N/A,N/A,4
1187,N/A,N/A,1
1188,N/A,N/A,1
1189,N/A,N/A,1
1190,N/A,N/A,4
1191,N/A,N/A,0
1192,N/A,N/A,0
1193,N/A,N/A,1
1194,N/A,N/A,3
1195,N/A,N/A,0
1196,N/A,N/A,1
1197,N/A,N/A,0
1198,N/A,N/A,0
1199,N/A,N/A,1
1200,N/A,N/A,3
1201,N/A,N/A,1
1202,N/A,N/A,0
1203,N/A,N/A,4
1204,N/A,N/A,0
1205,N/A,N/A,1
1206,N/A,N/A,0
1207,N/A,N/A,0
1208,N/A,N/A,4
1209,N/A,N/A,0
1210,N/A,N/A,1
1211,N/A,N/A,0
1212,N/A,N/A,1
1213,N/A,N/A,3
1214,N/A,N/A,0
1215,N/A,N/A,5
1216,N/A,N/A,0
1217,N/A,N/A,1
1218,N/A,N/A,8
1219,N/A,N/A,2
1220,N/A,N/A,0
1221,N/A,N/A,4
1222,N/A,N/A,5
1223,N/A,N/A,1
1224,N/A,N/A,15
1225,N/A,N/A,1
1226,N/A,N/A,3
1227,N/A,N/A,2
1228,N/A,N/A,1
1229,N/A,N/A,1
1230,N/A,N/A,0
1231,N/A,N/A,2
1232,N/A,N/A,0
1233,N/A,N/A,4
1234,N/A,N/A,0
1235,N/A,N/A,1
1236,N/A,N/A,2
1237,N/A,N/A,0
1238,N/A,N/A,3
1239,N/A,N/A,9
1240,N/A,N/A,1
1241,N/A,N/A,1
1242,N/A,N/A,0
1243,N/A,N/A,2
1244,N/A,N/A,2
1245,N/A,N/A,0
1246,N/A,N/A,2
1247,N/A,N/A,11
1248,N/A,N/A,8
1249,N/A,N/A,0
1250,N/A,N/A,0
1251,N/A,N/A,0
1252,N/A,N/A,0
1253,N/A,N/A,10
1254,N/A,N/A,0
1255,N/A,N/A,2
1256,N/A,N/A,0
1257,N/A,N/A,1
1258,N/A,N/A,2
1259,N/A,N/A,8
1260,N/A,N/A,7
1261,N/A,N/A,2
1262,N/A,N/A,1
1263,N/A,N/A,0
1264,N/A,N/A,0
1265,N/A,N/A,3
1266,N/A,N/A,0
1267,N/A,N/A,0
1268,N/A,N/A,0
1269,N/A,N/A,0
1270,N/A,N/A,2
1271,N/A,N/A,1
1272,N/A,N/A,0
1273,N/A,N/A,1
1274,N/A,N/A,1
1275,N/A,N/A,1
1276,N/A,N/A,0
1277,N/A,N/A,3
1278,N/A,N/A,0
1279,N/A,N/A,1
1280,N/A,N/A,1
1281,N/A,N/A,1
1282,N/A,N/A,0
1283,N/A,N/A,0
1284,N/A,N/A,3
1285,N/A,N/A,3
1286,N/A,N/A,1
1287,N/A,N/A,0
1288,N/A,N/A,1
1289,N/A,N/A,2
1290,N/A,N/A,1
1291,N/A,N/A,2
1292,N/A,N/A,4
1293,N/A,N/A,0
1294,N/A,N/A,0
1295,N/A,N/A,1
1296,N/A,N/A,8
1297,N/A,N/A,0
1298,N/A,N/A,1
1299,N/A,N/A,0
1300,N/A,N/A,1
1301,N/A,N/A,3
1302,N/A,N/A,1
1303,N/A,N/A,0
1304,N/A,N/A,2
1305,N/A,N/A,3
1306,N/A,N/A,2
1307,N/A,N/A,3
1308,N/A,N/A,0
1309,N/A,N/A,16
1310,N/A,N/A,1
1311,N/A,N/A,0
1312,N/A,N/A,0
1313,N/A,N/A,6
1314,N/A,N/A,8
1315,N/A,N/A,0
1316,N/A,N/A,0
1317,N/A,N/A,1
1318,N/A,N/A,4
1319,N/A,N/A,3
1320,N/A,N/A,0
1321,N/A,N/A,8
1322,N/A,N/A,2
1323,N/A,N/A,5
1324,N/A,N/A,4
1325,N/A,N/A,0
1326,N/A,N/A,5
1327,N/A,N/A,1
1328,N/A,N/A,0
1329,N/A,N/A,1
1330,N/A,N/A,1
1331,N/A,N/A,0
1332,N/A,N/A,2
1333,N/A,N/A,0
1334,N/A,N/A,12
1335,N/A,N/A,0
1336,N/A,N/A,0
1337,N/A,N/A,0
1338,N/A,N/A,0
1339,N/A,N/A,0
1340,N/A,N/A,0
1341,N/A,N/A,1
1342,N/A,N/A,1
1343,N/A,N/A,1
1344,N/A,N/A,0
1345,N/A,N/A,0
1346,N/A,N/A,1
1347,N/A,N/A,1
1348,N/A,N/A,2
1349,N/A,N/A,1
1350,N/A,N/A,2
1351,N/A,N/A,37
1352,N/A,N/A,1
1353,N/A,N/A,5
1354,N/A,N/A,1
1355,N/A,N/A,0
1356,N/A,N/A,0
1357,N/A,N/A,0
1358,N/A,N/A,2
1359,N/A,N/A,1
1360,N/A,N/A,6
1361,N/A,N/A,1
1362,N/A,N/A,1
1363,N/A,N/A,0
1364,N/A,N/A,1
1365,N/A,N/A,12
1366,N/A,N/A,2
1367,N/A,N/A,0
1368,N/A,N/A,2
1369,N/A,N/A,27
1370,N/A,N/A,1
1371,N/A,N/A,1
1372,N/A,N/A,1
1373,N/A,N/A,0
1374,N/A,N/A,3
1375,N/A,N/A,14
1376,N/A,N/A,1
1377,N/A,N/A,1
1378,N/A,N/A,1
1379,N/A,N/A,1
1380,N/A,N/A,4
1381,N/A,N/A,0
1382,N/A,N/A,0
1383,N/A,N/A,0
1384,N/A,N/A,0
1385,N/A,N/A,5
1386,N/A,N/A,1
1387,N/A,N/A,0
1388,N/A,N/A,8
1389,N/A,N/A,0
1390,N/A,N/A,1
1391,N/A,N/A,1
1392,N/A,N/A,1
1393,N/A,N/A,2
1394,N/A,N/A,1
1395,N/A,N/A,0
1396,N/A,N/A,1
1397,N/A,N/A,0
1398,N/A,N/A,1
1399,N/A,N/A,0
1400,N/A,N/A,0
1401,N/A,N/A,1
1402,N/A,N/A,0
1403,N/A,N/A,3
1404,N/A,N/A,1
1405,N/A,N/A,2
1406,N/A,N/A,0
1407,N/A,N/A,0
1408,N/A,N/A,0
1409,N/A,N/A,0
1410,N/A,N/A,0
1411,N/A,N/A,0
1412,N/A,N/A,0
1413,N/A,N/A,6
1414,N/A,N/A,1
1415,N/A,N/A,0
1416,N/A,N/A,0
1417,N/A,N/A,1
1418,N/A,N/A,1
1419,N/A,N/A,8
1420,N/A,N/A,0
1421,N/A,N/A,4
1422,N/A,N/A,0
1423,N/A,N/A,1
1424,N/A,N/A,0
1425,N/A,N/A,0
1426,N/A,N/A,3
1427,N/A,N/A,19
1428,N/A,N/A,0
1429,N/A,N/A,1
1430,N/A,N/A,0
1431,N/A,N/A,0
1432,N/A,N/A,0
1433,N/A,N/A,15
1434,N/A,N/A,7
1435,N/A,N/A,0
1436,N/A,N/A,2
1437,N/A,N/A,2
1438,N/A,N/A,4
1439,N/A,N/A,1
1440,N/A,N/A,1
1441,N/A,N/A,0
1442,N/A,N/A,6
1443,N/A,N/A,1
1444,N/A,N/A,0
1445,N/A,N/A,19
1446,N/A,N/A,5
1447,N/A,N/A,1
1448,N/A,N/A,0
1449,N/A,N/A,1
1450,N/A,N/A,0
1451,N/A,N/A,2
1452,N/A,N/A,0
1453,N/A,N/A,0
1454,N/A,N/A,0
1455,N/A,N/A,0
1456,N/A,N/A,1
1457,N/A,N/A,2
1458,N/A,N/A,0
1459,N/A,N/A,0
1460,N/A,N/A,0
1461,N/A,N/A,3
1462,N/A,N/A,3
1463,N/A,N/A,0
1464,N/A,N/A,2
1465,N/A,N/A,4
1466,N/A,N/A,0
1467,N/A,N/A,1
1468,N/A,N/A,0
1469,N/A,N/A,1
1470,N/A,N/A,1
1471,N/A,N/A,1
1472,N/A,N/A,2
1473,N/A,N/A,1
1474,N/A,N/A,1
1475,N/A,N/A,1
1476,N/A,N/A,5
1477,N/A,N/A,2
1478,N/A,N/A,4
1479,N/A,N/A,0
1480,N/A,N/A,6
1481,N/A,N/A,1
1482,N/A,N/A,6
1483,N/A,N/A,0
1484,N/A,N/A,0
1485,N/A,N/A,3
1486,N/A,N/A,2
1487,N/A,N/A,0
1488,N/A,N/A,4
1489,N/A,N/A,2
1490,N/A,N/A,2
1491,N/A,N/A,1
1492,N/A,N/A,5
1493,N/A,N/A,3
1494,N/A,N/A,0
1495,N/A,N/A,1
1496,N/A,N/A,1
1497,N/A,N/A,4
1498,N/A,N/A,0
1499,N/A,N/A,0
1500,N/A,N/A,8
1501,N/A,N/A,8
1502,N/A,N/A,1
1503,N/A,N/A,2
1504,N/A,N/A,0
1505,N/A,N/A,0
1506,N/A,N/A,0
1507,N/A,N/A,0
1508,N/A,N/A,1
1509,N/A,N/A,5
1510,N/A,N/A,0
1511,N/A,N/A,0
1512,N/A,N/A,3
1513,N/A,N/A,0
1514,N/A,N/A,0
1515,N/A,N/A,2
1516,N/A,N/A,0
1517,N/A,N/A,0
1518,N/A,N/A,6
1519,N/A,N/A,3
1520,N/A,N/A,4
1521,N/A,N/A,0
1522,N/A,N/A,3
1523,N/A,N/A,6
1524,N/A,N/A,2
1525,N/A,N/A,0
1526,N/A,N/A,5
1527,N/A,N/A,2
1528,N/A,N/A,1
1529,N/A,N/A,3
1530,N/A,N/A,0
1531,N/A,N/A,1
1532,N/A,N/A,0
1533,N/A,N/A,1
1534,N/A,N/A,1
1535,N/A,N/A,3
1536,N/A,N/A,0
1537,N/A,N/A,0
1538,N/A,N/A,0
1539,N/A,N/A,4
1540,N/A,N/A,0
1541,N/A,N/A,0
1542,N/A,N/A,2
1543,N/A,N/A,1
1544,N/A,N/A,2
1545,N/A,N/A,0
1546,N/A,N/A,8
1547,N/A,N/A,1
1548,N/A,N/A,0
1549,N/A,N/A,0
1550,N/A,N/A,3
1551,N/A,N/A,0
1552,N/A,N/A,1
1553,N/A,N/A,0
1554,N/A,N/A,7
1555,N/A,N/A,2
1556,N/A,N/A,1
1557,N/A,N/A,1
1558,N/A,N/A,1
1559,N/A,N/A,0
1560,N/A,N/A,1
1561,N/A,N/A,0
1562,N/A,N/A,8
1563,N/A,N/A,3
1564,N/A,N/A,3
1565,N/A,N/A,1
1566,N/A,N/A,4
1567,N/A,N/A,0
1568,N/A,N/A,3
1569,N/A,N/A,2
1570,N/A,N/A,0
1571,N/A,N/A,0
1572,N/A,N/A,2
1573,N/A,N/A,0
1574,N/A,N/A,1
1575,N/A,N/A,1
1576,N/A,N/A,0
1577,N/A,N/A,3
1578,N/A,N/A,2
1579,N/A,N/A,0
1580,N/A,N/A,3
1581,N/A,N/A,8
1582,N/A,N/A,3
1583,N/A,N/A,0
1584,N/A,N/A,5
1585,N/A,N/A,2
1586,N/A,N/A,1
1587,N/A,N/A,1
1588,N/A,N/A,0
1589,N/A,N/A,0
1590,N/A,N/A,0
1591,N/A,N/A,6
1592,N/A,N/A,1
1593,N/A,N/A,0
1594,N/A,N/A,2
1595,N/A,N/A,1
1596,N/A,N/A,3
1597,N/A,N/A,1
1598,N/A,N/A,11
1599,N/A,N/A,1
1600,N/A,N/A,3
1601,N/A,N/A,2
1602,N/A,N/A,4
1603,N/A,N/A,1
1604,N/A,N/A,1
1605,N/A,N/A,0
1606,N/A,N/A,1
1607,N/A,N/A,2
1608,N/A,N/A,0
1609,N/A,N/A,0
1610,N/A,N/A,2
1611,N/A,N/A,0
1612,N/A,N/A,4
1613,N/A,N/A,0
1614,N/A,N/A,1
1615,N/A,N/A,5
1616,N/A,N/A,1
1617,N/A,N/A,1
1618,N/A,N/A,4
1619,N/A,N/A,0
1620,N/A,N/A,2
1621,N/A,N/A,8
1622,N/A,N/A,0
1623,N/A,N/A,1
1624,N/A,N/A,0
1625,N/A,N/A,0
1626,N/A,N/A,0
1627,N/A,N/A,0
1628,N/A,N/A,1
1629,N/A,N/A,0
1630,N/A,N/A,3
1631,N/A,N/A,3
1632,N/A,N/A,0
1633,N/A,N/A,0
1634,N/A,N/A,1
1635,N/A,N/A,0
1636,N/A,N/A,1
1637,N/A,N/A,0
1638,N/A,N/A,0
1639,N/A,N/A,1
1640,N/A,N/A,2
1641,N/A,N/A,2
1642,N/A,N/A,5
1643,N/A,N/A,2
1644,N/A,N/A,0
1645,N/A,N/A,0
1646,N/A,N/A,1
1647,N/A,N/A,0
1648,N/A,N/A,0
1649,N/A,N/A,1
1650,N/A,N/A,4
1651,N/A,N/A,0
1652,N/A,N/A,0
1653,N/A,N/A,2
1654,N/A,N/A,1
1655,N/A,N/A,1
1656,N/A,N/A,0
1657,N/A,N/A,0
1658,N/A,N/A,1
1659,N/A,N/A,0
1660,N/A,N/A,0
1661,N/A,N/A,2
1662,N/A,N/A,1
1663,N/A,N/A,1
1664,N/A,N/A,0
1665,N/A,N/A,1
1666,N/A,N/A,0
1667,N/A,N/A,1
1668,N/A,N/A,4
1669,N/A,N/A,22
1670,N/A,N/A,1
1671,N/A,N/A,0
1672,N/A,N/A,1
1673,N/A,N/A,6
1674,N/A,N/A,7
1675,N/A,N/A,0
1676,N/A,N/A,0
1677,N/A,N/A,0
1678,N/A,N/A,3
1679,N/A,N/A,0
1680,N/A,N/A,6
1681,N/A,N/A,0
1682,N/A,N/A,0
1683,N/A,N/A,1
1684,N/A,N/A,0
1685,N/A,N/A,2
1686,N/A,N/A,1
1687,N/A,N/A,0
1688,N/A,N/A,0
1689,N/A,N/A,6
1690,N/A,N/A,4
1691,N/A,N/A,7
1692,N/A,N/A,0
1693,N/A,N/A,3
1694,N/A,N/A,1
1695,N/A,N/A,2
1696,N/A,N/A,0
1697,N/A,N/A,0
1698,N/A,N/A,0
1699,N/A,N/A,3
1700,N/A,N/A,0
1701,N/A,N/A,1
1702,N/A,N/A,0
1703,N/A,N/A,1
1704,N/A,N/A,3
1705,N/A,N/A,0
1706,N/A,N/A,2
1707,N/A,N/A,2
1708,N/A,N/A,1
1709,N/A,N/A,1
1710,N/A,N/A,1
1711,N/A,N/A,18
1712,N/A,N/A,0
1713,N/A,N/A,10
1714,N/A,N/A,1
1715,N/A,N/A,1
1716,N/A,N/A,1
1717,N/A,N/A,0
1718,N/A,N/A,1
1719,N/A,N/A,0
1720,N/A,N/A,1
1721,N/A,N/A,1
1722,N/A,N/A,1
1723,N/A,N/A,0
1724,N/A,N/A,1
1725,N/A,N/A,1
1726,N/A,N/A,2
1727,N/A,N/A,3
1728,N/A,N/A,1
1729,N/A,N/A,0
1730,N/A,N/A,1
1731,N/A,N/A,2
1732,N/A,N/A,2
1733,N/A,N/A,5
1734,N/A,N/A,1
1735,N/A,N/A,2
1736,N/A,N/A,6
1737,N/A,N/A,3
1738,N/A,N/A,4
1739,N/A,N/A,2
1740,N/A,N/A,2
1741,N/A,N/A,1
1742,N/A,N/A,7
1743,N/A,N/A,1
1744,N/A,N/A,0
1745,N/A,N/A,1
1746,N/A,N/A,0
1747,N/A,N/A,0
1748,N/A,N/A,9
1749,N/A,N/A,0
1750,N/A,N/A,2
1751,N/A,N/A,0
1752,N/A,N/A,0
1753,N/A,N/A,8
1754,N/A,N/A,1
1755,N/A,N/A,5
1756,N/A,N/A,0
1757,N/A,N/A,1
1758,N/A,N/A,0
1759,N/A,N/A,0
1760,N/A,N/A,0
1761,N/A,N/A,10
1762,N/A,N/A,0
1763,N/A,N/A,3
1764,N/A,N/A,0
1765,N/A,N/A,0
1766,N/A,N/A,1
1767,N/A,N/A,1
1768,N/A,N/A,2
1769,N/A,N/A,5
1770,N/A,N/A,0
1771,N/A,N/A,0
1772,N/A,N/A,0
1773,N/A,N/A,1
1774,N/A,N/A,9
1775,N/A,N/A,0
1776,N/A,N/A,4
1777,N/A,N/A,0
1778,N/A,N/A,2
1779,N/A,N/A,0
1780,N/A,N/A,4
1781,N/A,N/A,1
1782,N/A,N/A,6
1783,N/A,N/A,5
1784,N/A,N/A,1
1785,N/A,N/A,4
1786,N/A,N/A,0
1787,N/A,N/A,2
1788,N/A,N/A,1
1789,N/A,N/A,1
1790,N/A,N/A,1
1791,N/A,N/A,4
1792,N/A,N/A,4
1793,N/A,N/A,0
1794,N/A,N/A,0
1795,N/A,N/A,0
1796,N/A,N/A,0
1797,N/A,N/A,4
1798,N/A,N/A,0
1799,N/A,N/A,1
1800,N/A,N/A,1
1801,N/A,N/A,2
1802,N/A,N/A,2
1803,N/A,N/A,0
1804,N/A,N/A,0
1805,N/A,N/A,0
1806,N/A,N/A,0
1807,N/A,N/A,4
1808,N/A,N/A,0
1809,N/A,N/A,0
1810,N/A,N/A,3
1811,N/A,N/A,1
1812,N/A,N/A,1
1813,N/A,N/A,0
1814,N/A,N/A,0
1815,N/A,N/A,0
1816,N/A,N/A,0
1817,N/A,N/A,0
1818,N/A,N/A,2
1819,N/A,N/A,3
1820,N/A,N/A,0
1821,N/A,N/A,1
1822,N/A,N/A,7
1823,N/A,N/A,0
1824,N/A,N/A,2
1825,N/A,N/A,1
1826,N/A,N/A,0
1827,N/A,N/A,0
1828,N/A,N/A,0
1829,N/A,N/A,1
1830,N/A,N/A,1
1831,N/A,N/A,1
1832,N/A,N/A,2
1833,N/A,N/A,2
1834,N/A,N/A,3
1835,N/A,N/A,3
1836,N/A,N/A,1
1837,N/A,N/A,6
1838,N/A,N/A,4
1839,N/A,N/A,0
1840,N/A,N/A,0
1841,N/A,N/A,0
1842,N/A,N/A,2
1843,N/A,N/A,4
1844,N/A,N/A,3
1845,N/A,N/A,2
1846,N/A,N/A,13
1847,N/A,N/A,1
1848,N/A,N/A,0
1849,N/A,N/A,0
1850,N/A,N/A,3
1851,N/A,N/A,0
1852,N/A,N/A,3
1853,N/A,N/A,2
1854,N/A,N/A,1
1855,N/A,N/A,1
1856,N/A,N/A,3
1857,N/A,N/A,5
1858,N/A,N/A,1
1859,N/A,N/A,1
1860,N/A,N/A,0
1861,N/A,N/A,3
1862,N/A,N/A,2
1863,N/A,N/A,1
1864,N/A,N/A,0
1865,N/A,N/A,0
1866,N/A,N/A,0
1867,N/A,N/A,0
1868,N/A,N/A,5
1869,N/A,N/A,3
1870,N/A,N/A,6
1871,N/A,N/A,1
1872,N/A,N/A,1
1873,N/A,N/A,0
1874,N/A,N/A,2
1875,N/A,N/A,4
1876,N/A,N/A,2
1877,N/A,N/A,0
1878,N/A,N/A,3
1879,N/A,N/A,5
1880,N/A,N/A,3
1881,N/A,N/A,1
1882,N/A,N/A,8
1883,N/A,N/A,1
1884,N/A,N/A,5
1885,N/A,N/A,2
1886,N/A,N/A,1
1887,N/A,N/A,2
1888,N/A,N/A,0
1889,N/A,N/A,2
1890,N/A,N/A,3
1891,N/A,N/A,1
1892,N/A,N/A,1
1893,N/A,N/A,0
1894,N/A,N/A,1
1895,N/A,N/A,1
1896,N/A,N/A,5
1897,N/A,N/A,0
1898,N/A,N/A,2
1899,N/A,N/A,1
1900,N/A,N/A,1
1901,N/A,N/A,5
1902,N/A,N/A,1
1903,N/A,N/A,0
1904,N/A,N/A,1
1905,N/A,N/A,0
1906,N/A,N/A,4
1907,N/A,N/A,5
1908,N/A,N/A,1
1909,N/A,N/A,1
1910,N/A,N/A,0
1911,N/A,N/A,1
1912,N/A,N/A,0
1913,N/A,N/A,15
1914,N/A,N/A,0
1915,N/A,N/A,2
1916,N/A,N/A,3
1917,N/A,N/A,0
1918,N/A,N/A,4
1919,N/A,N/A,0
1920,N/A,N/A,16
1921,N/A,N/A,0
1922,N/A,N/A,1
1923,N/A,N/A,3
1924,N/A,N/A,2
1925,N/A,N/A,1
1926,N/A,N/A,1
1927,N/A,N/A,7
1928,N/A,N/A,12
1929,N/A,N/A,1
1930,N/A,N/A,4
1931,N/A,N/A,1
1932,N/A,N/A,3
1933,N/A,N/A,0
1934,N/A,N/A,3
1935,N/A,N/A,1
1936,N/A,N/A,1
1937,N/A,N/A,3
1938,N/A,N/A,1
1939,N/A,N/A,1
1940,N/A,N/A,13
1941,N/A,N/A,2
1942,N/A,N/A,0
1943,N/A,N/A,0
1944,N/A,N/A,0
1945,N/A,N/A,0
1946,N/A,N/A,0
1947,N/A,N/A,7
1948,N/A,N/A,1
1949,N/A,N/A,1
1950,N/A,N/A,1
1951,N/A,N/A,2
1952,N/A,N/A,1
1953,N/A,N/A,3
1954,N/A,N/A,2
1955,N/A,N/A,6
1956,N/A,N/A,2
1957,N/A,N/A,0
1958,N/A,N/A,15
1959,N/A,N/A,1
1960,N/A,N/A,0
1961,N/A,N/A,0
1962,N/A,N/A,0
1963,N/A,N/A,3
1964,N/A,N/A,11
1965,N/A,N/A,1
1966,N/A,N/A,0
1967,N/A,N/A,0
1968,N/A,N/A,12
1969,N/A,N/A,0
1970,N/A,N/A,12
1971,N/A,N/A,0
1972,N/A,N/A,1
1973,N/A,N/A,5
1974,N/A,N/A,3
1975,N/A,N/A,1
1976,N/A,N/A,0
1977,N/A,N/A,1
1978,N/A,N/A,0
1979,N/A,N/A,0
1980,N/A,N/A,21
1981,N/A,N/A,0
1982,N/A,N/A,1
1983,N/A,N/A,1
1984,N/A,N/A,0
1985,N/A,N/A,1
1986,N/A,N/A,0
1987,N/A,N/A,0
1988,N/A,N/A,2
1989,N/A,N/A,0
1990,N/A,N/A,0
1991,N/A,N/A,1
1992,N/A,N/A,3
1993,N/A,N/A,2
1994,N/A,N/A,1
1995,N/A,N/A,0
1996,N/A,N/A,1
1997,N/A,N/A,1
1998,N/A,N/A,1
1999,N/A,N/A,0
2000,N/A,N/A,0
2001,N/A,N/A,14
2002,N/A,N/A,2
2003,N/A,N/A,7
2004,N/A,N/A,2
2005,N/A,N/A,3
2006,N/A,N/A,0
2007,N/A,N/A,0
2008,N/A,N/A,1
2009,N/A,N/A,2
2010,N/A,N/A,1
2011,N/A,N/A,4
2012,N/A,N/A,2
2013,N/A,N/A,0
2014,N/A,N/A,0
2015,N/A,N/A,0
2016,N/A,N/A,1
2017,N/A,N/A,1
2018,N/A,N/A,6
2019,N/A,N/A,1
2020,N/A,N/A,0
2021,N/A,N/A,0
2022,N/A,N/A,4
2023,N/A,N/A,4
2024,N/A,N/A,0
2025,N/A,N/A,0
2026,N/A,N/A,1
2027,N/A,N/A,8
2028,N/A,N/A,1
2029,N/A,N/A,0
2030,N/A,N/A,2
2031,N/A,N/A,3
2032,N/A,N/A,1
2033,N/A,N/A,0
2034,N/A,N/A,4
2035,N/A,N/A,15
2036,N/A,N/A,6
2037,N/A,N/A,1
2038,N/A,N/A,2
2039,N/A,N/A,7
2040,N/A,N/A,0
2041,N/A,N/A,2
2042,N/A,N/A,1
2043,N/A,N/A,0
2044,N/A,N/A,0
2045,N/A,N/A,2
2046,N/A,N/A,17
2047,N/A,N/A,2
2048,N/A,N/A,0
2049,N/A,N/A,4
2050,N/A,N/A,1
2051,N/A,N/A,0
2052,N/A,N/A,5
2053,N/A,N/A,0
2054,N/A,N/A,2
2055,N/A,N/A,1
2056,N/A,N/A,0
2057,N/A,N/A,4
2058,N/A,N/A,0
2059,N/A,N/A,5
2060,N/A,N/A,1
2061,N/A,N/A,3
2062,N/A,N/A,2
2063,N/A,N/A,9
2064,N/A,N/A,1
2065,N/A,N/A,0
2066,N/A,N/A,1
2067,N/A,N/A,1
2068,N/A,N/A,3
2069,N/A,N/A,3
2070,N/A,N/A,1
2071,N/A,N/A,1
2072,N/A,N/A,14
2073,N/A,N/A,0
2074,N/A,N/A,0
2075,N/A,N/A,0
2076,N/A,N/A,0
2077,N/A,N/A,0
2078,N/A,N/A,2
2079,N/A,N/A,0
2080,N/A,N/A,0
2081,N/A,N/A,1
2082,N/A,N/A,3
2083,N/A,N/A,1
2084,N/A,N/A,0
2085,N/A,N/A,0
2086,N/A,N/A,2
2087,N/A,N/A,0
2088,N/A,N/A,4
2089,N/A,N/A,1
2090,N/A,N/A,2
2091,N/A,N/A,2
2092,N/A,N/A,1
2093,N/A,N/A,0
2094,N/A,N/A,2
2095,N/A,N/A,0
2096,N/A,N/A,5
2097,N/A,N/A,1
2098,N/A,N/A,0
2099,N/A,N/A,0
2100,N/A,N/A,5
2101,N/A,N/A,0
2102,N/A,N/A,1
2103,N/A,N/A,0
2104,N/A,N/A,3
2105,N/A,N/A,1
2106,N/A,N/A,0
2107,N/A,N/A,12
2108,N/A,N/A,0
2109,N/A,N/A,0
2110,N/A,N/A,0
2111,N/A,N/A,2
2112,N/A,N/A,0
2113,N/A,N/A,1
2114,N/A,N/A,0
2115,N/A,N/A,0
2116,N/A,N/A,0
2117,N/A,N/A,4
2118,N/A,N/A,0
2119,N/A,N/A,0
2120,N/A,N/A,0
2121,N/A,N/A,0
2122,N/A,N/A,1
2123,N/A,N/A,0
2124,N/A,N/A,4
2125,N/A,N/A,1
2126,N/A,N/A,0
2127,N/A,N/A,0
2128,N/A,N/A,1
2129,N/A,N/A,15
2130,N/A,N/A,3
2131,N/A,N/A,5
2132,N/A,N/A,1
2133,N/A,N/A,0
2134,N/A,N/A,1
2135,N/A,N/A,3
2136,N/A,N/A,1
2137,N/A,N/A,1
2138,N/A,N/A,0
2139,N/A,N/A,5
2140,N/A,N/A,7
2141,N/A,N/A,1
2142,N/A,N/A,1
2143,N/A,N/A,1
2144,N/A,N/A,2
2145,N/A,N/A,1
2146,N/A,N/A,2
2147,N/A,N/A,5
2148,N/A,N/A,14
2149,N/A,N/A,2
2150,N/A,N/A,2
2151,N/A,N/A,0
2152,N/A,N/A,3
2153,N/A,N/A,0
2154,N/A,N/A,13
2155,N/A,N/A,2
2156,N/A,N/A,0
2157,N/A,N/A,0
2158,N/A,N/A,1
2159,N/A,N/A,0
2160,N/A,N/A,1
2161,N/A,N/A,4
2162,N/A,N/A,1
2163,N/A,N/A,0
2164,N/A,N/A,0
2165,N/A,N/A,0
2166,N/A,N/A,1
2167,N/A,N/A,1
2168,N/A,N/A,0
2169,N/A,N/A,2
2170,N/A,N/A,0
2171,N/A,N/A,0
2172,N/A,N/A,1
2173,N/A,N/A,18
2174,N/A,N/A,6
2175,N/A,N/A,2
2176,N/A,N/A,4
2177,N/A,N/A,0
2178,N/A,N/A,4
2179,N/A,N/A,4
2180,N/A,N/A,3
2181,N/A,N/A,2
2182,N/A,N/A,12
2183,N/A,N/A,0
2184,N/A,N/A,0
2185,N/A,N/A,0
2186,N/A,N/A,1
2187,N/A,N/A,3
2188,N/A,N/A,1
2189,N/A,N/A,0
2190,N/A,N/A,1
2191,N/A,N/A,0
2192,N/A,N/A,3
2193,N/A,N/A,0
2194,N/A,N/A,0
2195,N/A,N/A,1
2196,N/A,N/A,0
2197,N/A,N/A,3
2198,N/A,N/A,2
2199,N/A,N/A,1
2200,N/A,N/A,0
2201,N/A,N/A,7
2202,N/A,N/A,1
2203,N/A,N/A,0
2204,N/A,N/A,0
2205,N/A,N/A,1
2206,N/A,N/A,1
2207,N/A,N/A,6
2208,N/A,N/A,2
2209,N/A,N/A,14
2210,N/A,N/A,5
2211,N/A,N/A,5
2212,N/A,N/A,0
2213,N/A,N/A,1
2214,N/A,N/A,1
2215,N/A,N/A,1
2216,N/A,N/A,1
