RUNNER,NAME,TYPE,DATE,DISTANCE,CATEGORY
5932,Course d'Oka Race,21.1km,2014-11-02,21.1,F20-29
5932,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F18-24
5932,Montreal CIBC Run for the Cure,5km course,2013-10-06,5.0,F18-39
5932,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,F18-24
5932,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F18-24
8070,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F40-44
8070,Niagara Falls Women's Half Marathon,half marathon,2014-06-01,21.0975,F40-44
8070,Banque Scotia 21km et 5km,21km,2014-04-27,21.0,F40-44
8070,Niagara Falls International Marathon,half marathon,2013-10-27,21.0975,F40-44
8070,Marathon Oasis de Montreal,10km,2013-09-22,10.0,F40-44
8070,Ottawa Race Weekend,ottawa 10km,2013-05-25,-1,F40-44
7789,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M50-54
7789,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,M45-49
6597,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M18-24
6597,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M18-24
6311,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
6311,Demi-marathon Granby,21km course,2013-09-08,21.0,M30-39
6414,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M40-44
4991,Coupe Dix30 - Étape 6,10km,2014-10-26,10.0,M20-29
3288,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
3288,Marathon SSQ Lévis-Québec,half marathon,2014-08-24,21.0975,M40-49
3288,Scotiabank Toronto Waterfront Marathon,marathon,2013-10-20,42.195,M35-39
3288,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M35-39
3288,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M35-39
5473,The North Face Ultra-Trail Harricana du Canada,28km   momentum technologies,2014-09-13,28.0,F30-39
5473,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,F35-39
5473,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F35-39
5473,Marathon Oasis de Montreal,10km,2012-09-23,10.0,F35-39
8386,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M40-44
8386,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M40-44
8386,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M40-44
1391,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M35-39
4089,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M60-64
5594,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M18-24
3154,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,F45-49
3154,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,F40-44
6682,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M18-24
5840,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F45-49
6702,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
6640,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M35-39
6640,Tour du Lac Brome,20km route,2013-06-16,20.0,M30-39
6640,Tour du Lac Brome,challenge marathon,2013-06-16,-1,M30-39
6640,Tour du Lac Brome,22.2km chemin de campagne,2013-06-15,22.2,M30-39
6640,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M35-39
7706,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
7706,Army Run - Course de l'Armée,half marathon   half marathon,2014-09-21,-1,M40-44
7706,Great Raisin River Footrace,11km,2014-08-10,11.0,M40-44
7706,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,M40-44
7706,Scotiabank Blue Nose Marathon,scotiabankm marathon,2014-05-18,-1,M40-49
7706,Around the Bay Road Races,30km,2014-03-30,30.0,M40-44
7706,Winterman Marathon and Marathon Relays,marathon,2014-02-16,42.195,M40-44
7706,Marathon des Deux Rives Lévis-Québec,marathon,2013-08-25,42.195,M40-49
7706,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M40-44
7706,Around the Bay Road Races,30km,2013-03-24,30.0,M40-44
7706,Winterman Marathon and Marathon Relays,marathon,2013-02-17,42.195,M40-44
7706,Army Run / Course de l Armee,half marathon,2012-09-23,21.0975,M40-49
7706,The Friendly Massey Marathon,marathon,2012-07-15,42.195,M40-49
7706,Canada Day 5K,canada day 5km,2012-07-01,-1,M40-44
7706,Ottawa Race Weekend,marathon,2012-05-27,42.195,M40-44
7706,Around the Bay Road Races,30km,2012-03-25,30.0,M40-44
7706,Winterman Marathon and Marathon Relays,marathon,2012-02-19,42.195,M40-44
4365,Triathlon Charlevoix,triathlon olympic,2014-07-27,-1,M40-44
4365,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M35-39
4365,Tour du Lac Brome,20km route,2013-06-16,20.0,M40-49
4365,Triathlon / Duathlon Mont-Tremblant,duathlon olympic,2013-06-08,-1,M40-49
2611,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
5556,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M30-34
5556,Demi Marathon de Sherbrooke,half marathon,2013-06-29,21.0975,M30-39
4526,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M50-54
7425,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
8204,Scotiabank Toronto Waterfront Marathon,marathon,2014-10-19,42.195,M25-29
8204,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M25-29
8204,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,M25-29
8520,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M45-49
8520,Bonjour Printemps,half marathon,2014-05-10,21.0975,M40-49
8520,Course et marche populaires de LaSalle,10km,2014-03-30,10.0,M40-49
8520,Défi Hivernal Ile Bizard,10km,2014-02-16,10.0,M40-49
3887,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F25-29
2496,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
1778,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M50-54
1778,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M45-49
4010,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M45-49
4210,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M40-44
2281,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M45-49
2281,Demi Marathon International Oasis de Levis,half marathon,2013-05-05,21.0975,M40-49
2281,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M45-49
2281,La Grande Viree des Sentiers St-Bruno,20km,2012-06-10,20.0,M40-49
2281,Demi Marathon International de Quebec,half marathon,2012-05-06,21.0975,M40-49
2281,Course et marche populaires de LaSalle,10km,2012-03-25,10.0,M40-49
2281,Défi Hivernal Ile Bizard,10km,2012-02-19,10.0,M40-49
2219,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M50-54
2219,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M50-54
2219,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M50-54
7089,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F35-39
7089,Vert le Raid - XC de la Vallee,21km,2014-08-17,21.0,F30-39
7089,Vert le Raid - XC de la Vallee,10km de nuit vizibl,2014-08-15,10.0,F 30-39
7089,Vert le Raid - Quebec Mega Trail,6km,2014-07-12,6.0,F30-39
7089,Vert le Raid - TRAIL La Clinique Du Coureur,5km,2014-06-07,5.0,F30-39
7089,Demi Marathon International Oasis de Levis,half marathon,2014-05-04,21.0975,F30-39
7089,Marathon de Rimouski,21,1km,2012-09-30,-1,F30-39
7089,Marathon des Deux Rives Lévis-Québec,half marathon,2012-08-26,21.0975,F30-39
7248,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M50-54
755,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F65-69
6213,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F18-24
6213,Ottawa Race Weekend,half marathon,2012-05-27,21.0975,F20-24
3552,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M30-34
3552,Triathlon Esprit de Montreal,duathlon sprint,2014-09-06,-1,M30-34
3552,Triathlon Esprit de Montreal,duathlon sprint,2013-09-07,-1,M25-29
4192,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F35-39
4192,Tamarack Ottawa Race Weekend,scotiabankm ottawa half marathon,2014-05-25,-1,F35-39
3163,Marathon des Deux Rives Lévis-Québec,marathon,2013-08-25,42.195,M40-49
3163,Granfondo Garneau-Cascades,110km,2013-08-11,110.0,M40-49
3163,Defi Velo Mag,21km,2012-09-23,21.0,M40-49
3163,Granfondo Garneau-Cascades,110km,2012-08-12,110.0,M41-50
3530,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F40-44
5644,Marathon SSQ Lévis-Québec,marathon,2014-08-24,42.195,M50-59
5644,Défi Boréal Sainte-Anne-de-Bellevue,20km,2014-08-03,20.0,M50-59
5644,Tour du Lac Brome,20km route,2014-06-15,20.0,M50-59
5644,Tour du Lac Brome,22.2km chemin de campagne,2014-06-14,22.2,M50-59
5644,Banque Scotia 21km et 5km,21km,2014-04-27,21.0,M55-59
5644,Oka Road Race,half marathon,2013-11-03,21.0975,M50-59
5644,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M50-54
5644,Défi Boréal Sainte-Anne-de-Bellevue,20km,2013-08-04,20.0,M50-59
5644,Oka Road Race,half marathon,2012-11-04,21.0975,M50-59
5644,Demi-Marathon Granby,half marathon,2012-09-09,21.0975,M50-59
5644,Tour du Lac Brome,challenge marathon,2012-06-17,-1,M50-59
5644,Tour du Lac Brome,20km route,2012-06-17,20.0,M50-59
5644,Tour du Lac Brome,22,2km chemin de campagne,2012-06-16,-1,M50-59
5644,Ottawa Race Weekend,marathon,2012-05-27,42.195,M50-54
5127,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
5127,Defi du Tour du Lac Beauport,6km,2013-10-20,6.0,M30-39
5127,Marathon de Rimouski,42.2km,2013-10-06,42.2,M30-39
3439,Marathon Oasis Rock ‘n’ Roll de Montréal,10km,2014-09-28,10.0,F18-24
3919,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F35-39
3919,Classique Du Parc La Fontaine,10km,2013-10-06,10.0,F30-39
3919,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,F35-39
3919,Tour du Lac Brome,10km route,2013-06-16,10.0,F30-39
3919,Classique Du Parc La Fontaine,10km,2012-10-14,10.0,F30-39
3919,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,F30-34
3919,Tour du Lac Brome,10km route,2012-06-17,10.0,F30-39
595,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M35-39
6418,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M50-54
6418,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M45-49
1183,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F25-29
122,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M25-29
122,Marathon des Deux Rives Lévis-Québec,half marathon,2013-08-25,21.0975,M20-29
122,Tour du Lac Brome,20km route,2013-06-16,20.0,M20-29
122,Defi Gerard Cote de St-Hyacinthe,10km,2013-05-12,10.0,M20-29
122,Marathon des Deux Rives Lévis-Québec,half marathon,2012-08-26,21.0975,M20-29
483,Course d'Oka Race,21.1km,2014-11-02,21.1,M30-39
483,Coupe Dix30,21km,2014-10-05,21.0,M30-39
483,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M30-34
483,Triathlon Esprit de Montreal,half esprit,2014-09-06,-1,M30-34
483,Ironman 70.3 Syracuse,half ironman,2014-06-22,21.1,M30-34
483,Banque Scotia 21km et 5km,21km,2014-04-27,21.0,M30-34
483,Course Saint-Laurent,5km,2014-04-13,5.0,M30-39
483,Défi Hivernal Ile Bizard,10km,2014-02-16,10.0,M30-39
483,Classique Du Parc La Fontaine,10km,2013-10-06,10.0,M30-39
483,Defi populaire course/duathlon/triathlon la Vallee du Richelieu,triathlon sprint,2013-09-02,-1,M30-34
483,Ironman 70.3 Timberman,overall results,2013-08-18,-1,M30-34
483,Triathlon FBL Drummondville,triathlon sprint,2013-06-15,-1,M30-34
483,Ottawa Race Weekend,ottawa half marathon   half marathon,2013-05-26,-1,M30-34
483,Course Saint-Laurent,10km,2013-04-14,10.0,M30-39
483,Triathlon Esprit de Montreal,triathlon sprint,2012-09-08,-1,M30-34
483,Coupe Dix30 2012,10km,2012-08-19,10.0,M30-39
483,Défi Boréal Sainte-Anne-de-Bellevue,10km,2012-08-05,10.0,M30-39
5577,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M18-24
4016,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M55-59
2226,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M45-49
2885,Oka Road Race,half marathon,2013-11-03,21.0975,M30-39
2885,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M35-39
2885,Ironman Mont-Tremblant 70.3,half ironman,2013-06-23,21.1,M35-39
2885,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M30-34
2885,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M30-34
6690,A votre rythme,half marathon,2014-06-08,21.0975,M40-49
6690,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M40-44
6690,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M40-44
8390,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M18-24
8390,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M18-24
6049,Marathon SSQ Lévis-Québec,marathon,2014-08-24,42.195,M60-69
6049,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,M65-69
6049,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M60-64
6049,Marathon des Deux Rives Lévis-Québec,marathon,2013-08-25,42.195,M60-69
6049,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M60-64
2927,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M30-34
5665,Triathlon Trimemphre de Magog,half marathon du crepuscule   10km,2014-07-19,-1,M50-59
6619,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
4323,Course Ste-Sophie,5km,2014-05-18,5.0,F30-39
4323,Course de la Fondation hopital Saint Jerome,10km,2014-05-10,10.0,F30-39
4323,Course Ste-Agathe,5km,2014-05-04,5.0,F30-39
4323,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,F35-39
4323,Demi Marathon Hypothermique,half marathon,2013-02-17,21.0975,F30-39
4323,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F35-39
7884,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M30-34
7884,Marathon des Deux Rives Lévis-Québec,half marathon,2013-08-25,21.0975,M30-39
7884,Course d'ete des iles de Boucherville,21.1km course,2013-06-02,21.1,M30-39
7884,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M25-29
7884,Course des iles,21km,2012-06-02,21.0,M20-29
956,Course MEC Quebec #4,21km,2014-09-14,21.0,MALE
956,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M55-59
956,Marathon des Deux Rives Lévis-Québec,half marathon,2013-08-25,21.0975,M50-59
5410,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M35-39
7940,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,M50-54
7940,Tamarack Ottawa Race Weekend,scotiabankm ottawa half marathon,2014-05-25,-1,M50-54
7940,Course 10km Apocalypse/ Course des Citrouilles,5km course,2013-10-26,5.0,M50-54
7940,Classique Du Parc La Fontaine,5km,2013-10-06,5.0,M50-59
7940,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M50-54
7940,Tour du Lac Brome,20km route,2013-06-16,20.0,M50-59
7940,La Grande Viree des Sentiers St-Bruno,10km,2013-06-09,10.0,M50-59
7940,Coupe Dix30 2012,10km,2012-05-20,10.0,M50-59
7940,Course du Fort de Chambly,10km,2012-05-06,10.0,M50-59
2826,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
3048,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M65-69
3533,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M30-34
6059,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F45-49
2097,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M40-44
97,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
4956,Demi Marathon de Sherbrooke,half marathon,2014-06-28,21.0975,M30-39
4956,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,M30-34
7127,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M50-54
7127,Marathon des Deux Rives Lévis-Québec,marathon,2013-08-25,42.195,M50-59
7127,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M50-54
7127,Demi Marathon International Oasis de Levis,half marathon,2013-05-05,21.0975,M50-59
7127,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M50-54
7127,Marathon des Deux Rives Lévis-Québec,marathon,2012-08-26,42.195,M50-59
5353,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M40-44
5353,Ottawa Race Weekend,htg sports 5km,2013-05-25,-1,M40-44
905,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F45-49
1246,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M18-24
1246,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M18-24
7048,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
7048,Tamarack Ottawa Race Weekend,scotiabankm ottawa half marathon,2014-05-25,-1,M40-44
1799,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F50-54
3807,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M35-39
6703,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M30-34
6703,Tour du Lac Brome,20km route,2013-06-16,20.0,M30-39
7474,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M55-59
7474,Tour du Lac Brome,10km route,2014-06-15,10.0,M50-59
7474,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,M55-59
8218,Marathon SSQ Lévis-Québec,half marathon,2014-08-24,21.0975,M50-59
8218,Au rythme de nos foulées Châteauguay,half marathon,2014-05-11,21.0975,M50-59
8218,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M50-54
8218,Marathon des Deux Rives Lévis-Québec,10km,2013-08-25,10.0,M50-59
8218,Defi des escaliers,13km,2013-06-16,13.0,M50-59
8218,Cross-Country Saint-Laurent Select,5km,2012-10-20,5.0,M50-59
8218,Classique Du Parc La Fontaine,5km,2012-10-14,5.0,M50-59
8218,Le Cross Des Couleurs,11km,2012-10-07,11.0,M50-59
8218,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M50-54
8218,La Grande Vadrouille,5km,2012-09-16,5.0,M50-59
8218,Le 5km Endurance,5km,2012-08-15,5.0,M50-59
8218,Défi Boréal Sainte-Anne-de-Bellevue,10km,2012-08-05,10.0,M50-59
8218,Défi Tri-O-Lacs,5km,2012-06-03,5.0,M50-59
8218,Au rythme de nos foulées Châteauguay,half marathon,2012-05-13,21.0975,M50-59
8218,Défi course et marche Desjardins Sainte Thérèse,5km,2012-05-06,5.0,M50-59
8218,Course Saint-Laurent,10km,2012-04-22,10.0,M50-59
8218,Course et marche populaires de LaSalle,5km,2012-03-25,5.0,M50-59
8218,Défi Hivernal Ile Bizard,10km,2012-02-19,10.0,M50-59
4311,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M30-34
6051,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F30-34
7769,Oka Road Race,half marathon,2013-11-03,21.0975,M30-39
7769,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M35-39
7769,Banque Scotia 21km et 5km,21,1km,2012-04-29,-1,M35-39
5438,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F45-49
5438,Défi Boréal Sainte-Anne-de-Bellevue,20km,2013-08-04,20.0,F40-49
5438,Scotiabank Toronto Waterfront Marathon,marathon,2012-10-14,42.195,F40-44
5438,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,F40-44
5438,Défi Boréal Sainte-Anne-de-Bellevue,20km,2012-08-05,20.0,F40-49
5438,Banque Scotia 21km et 5km,21,1km,2012-04-29,-1,F40-44
4458,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M30-34
4458,La Grande Viree des Sentiers St-Bruno,20km,2014-06-08,20.0,M30-39
4458,La Grande Viree des Sentiers St-Bruno,20km,2013-06-09,20.0,M30-39
4458,Oka Road Race,half marathon,2012-11-04,21.0975,M30-39
4458,Banque Scotia 21km et 5km,21,1km,2012-04-29,-1,M30-34
5698,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F25-29
4418,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M25-29
4418,Demi Marathon Hypothermique,half marathon,2013-02-17,21.0975,M20-29
4418,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M25-29
6485,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F35-39
4006,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
4401,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M45-49
3826,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
1739,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,F18-24
1739,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F18-24
8212,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F40-44
8212,Course et marche populaires de LaSalle,10km,2014-03-30,10.0,F40-49
7409,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M50-54
7409,Army Run / Course de l Armee,5km,2012-09-23,5.0,M50-59
896,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M35-39
896,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M30-34
4454,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M45-49
4454,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M45-49
8170,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F35-39
1352,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M40-44
1721,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F25-29
1168,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M18-24
8017,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M18-24
4867,Course d'Oka Race,21.1km,2014-11-02,21.1,F40-49
4867,Classique Du Parc La Fontaine,10km,2014-10-19,10.0,F40-49
4867,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F40-44
4867,Marathon SSQ Lévis-Québec,half marathon,2014-08-24,21.0975,F40-49
4867,Mud Hero Montreal,6km mud  and obstacle course,2014-06-15,6.0,F35-39
4867,Tamarack Ottawa Race Weekend,scotiabankm ottawa half marathon,2014-05-25,-1,F35-39
4867,Au rythme de nos foulées Châteauguay,5km,2014-05-11,5.0,F40-49
4867,Course Saint-Laurent,5km,2014-04-13,5.0,F40-49
4867,Course et marche populaires de LaSalle,5km,2014-03-30,5.0,F40-49
3366,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F45-49
5629,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F18-24
5366,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M45-49
5366,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M45-49
5366,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M40-44
5366,Ottawa Race Weekend,half marathon,2012-05-27,21.0975,M40-44
4004,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M35-39
4004,Marathon des Deux Rives Lévis-Québec,marathon,2012-08-26,42.195,M30-39
4004,Ottawa Race Weekend,marathon,2012-05-27,42.195,M35-39
1334,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
1334,Demi-marathon Granby,half marathon course,2014-09-14,-1,M40-49
1334,Coupe Dix30,30km,2014-09-07,30.0,M40-49
1334,Demi Marathon de Sherbrooke,half marathon,2014-06-28,21.0975,M40-49
1334,Tour du Lac Brome,20km route,2014-06-15,20.0,M40-49
1334,Tour du Lac Brome,22.2km chemin de campagne,2014-06-14,22.2,M40-49
1334,La Grande Viree des Sentiers St-Bruno,20km,2014-06-08,20.0,M40-49
1334,Triathlon Ste-Agathe,sprint duathlon,2013-08-04,7.5,M40-44
1334,Tour du Lac Brome,20km route,2013-06-16,20.0,M40-49
1334,Tour du Lac Brome,22.2km chemin de campagne,2013-06-15,22.2,M40-49
1334,La Grande Viree des Sentiers St-Bruno,20km,2013-06-09,20.0,M30-39
1334,Defi Memphre,10km,2013-05-25,10.0,M30-39
5601,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M30-34
5002,Scotiabank Toronto Waterfront Marathon,marathon,2014-10-19,42.195,F25-29
5002,Banque Scotia 21km et 5km,21km,2014-04-27,21.0,F25-29
5002,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F25-29
5002,Banque Scotia 21km et 5km,21km,2013-04-28,21.0,F25-29
7732,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F25-29
7732,Marathon SSQ Lévis-Québec,half marathon,2014-08-24,21.0975,F20-29
7732,Tour du Lac Brome,10km route,2014-06-15,10.0,F20-29
7732,Tamarack Ottawa Race Weekend,scotiabankm ottawa half marathon,2014-05-25,-1,F25-29
7732,Tour du Lac Brome,20km route,2013-06-16,20.0,F20-29
7732,Festival Quebec en sante 10 km du bonheur,5km,2013-05-25,5.0,F16-29
7732,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F25-29
7732,Marathon des Deux Rives Lévis-Québec,half marathon,2012-08-26,21.0975,F20-29
7732,Defi des Dames de Coeur,10km,2012-07-15,10.0,F20-29
977,Tour du Lac Brome,20km route,2014-06-15,20.0,M50-59
977,Trail du coureur des bois de Duchesnay,grand trail   18km,2014-05-19,-1,M50-59
977,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M50-54
977,Défi Boréal Sainte-Anne-de-Bellevue,20km,2013-08-04,20.0,M50-59
977,Tour du Lac Brome,20km route,2013-06-16,20.0,M50-59
