RUNNER,NAME,TYPE,DATE,DISTANCE,CATEGORY
1783,Army Run - Course de l'armee,half marathon   half marathon,2013-09-22,-1,F30-34
1783,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,F25-29
1783,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F25-29
1783,Ottawa Race Weekend,half marathon,2012-05-27,21.0975,F25-29
6900,Oka Road Race,10km,2013-11-03,10.0,M40-49
6900,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M40-44
6900,Tour du Lac Brome,20km route,2013-06-16,20.0,M40-49
6900,Banque Scotia 21km et 5km,21km,2013-04-28,21.0,M40-44
6900,Course et marche populaires de LaSalle,10km,2013-03-24,10.0,M40-49
6872,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F40-44
550,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F25-29
3916,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M60-64
3916,Marathon des Deux Rives Lévis-Québec,marathon,2013-08-25,42.195,M60-69
3916,Demi Marathon International Oasis de Levis,half marathon,2013-05-05,21.0975,M60-69
3916,Tour du Lac Brome,20km route,2012-06-17,20.0,M60-69
3916,Defi Barefoot Merrell,10km,2012-05-27,10.0,M60-69
7991,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M60-64
975,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F30-34
2207,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M30-34
2207,Cyclo La Quebecoise,150km,2014-09-13,150.0,M30-34
2207,Granfondo Garneau-Cascades,gran fondo,2014-08-10,-1,M30-39
2207,Granfondo Garneau-Cascades,kming of the mountain,2014-08-10,-1,M30-39
2207,Banque Scotia 21km et 5km,21km,2014-04-27,21.0,M25-29
2207,Cyclo La* Montrealaise,90km,2013-09-14,90.0,M18-29
12,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M45-49
3448,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
3448,Marathon des Deux Rives Lévis-Québec,half marathon,2013-08-25,21.0975,M30-39
3448,Festival Quebec en sante 10 km du bonheur,10km,2013-05-25,10.0,M30-39
2620,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M30-34
4002,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M18-24
8089,The North Face Ultra-Trail Harricana du Canada,80km (50 miles),2014-09-13,80.0,M40-49
8089,Ultra-Trail Harricana de Charlevoix,28km,2013-09-07,28.0,M40-49
8089,Banque Scotia 21km et 5km,21,1km,2012-04-29,-1,M40-44
1879,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
1879,Banque Scotia 21km et 5km,21km,2014-04-27,21.0,M40-44
1879,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M40-44
1879,Banque Scotia 21km et 5km,21km,2013-04-28,21.0,M40-44
1879,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M40-44
3741,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
3741,Marathon SSQ Lévis-Québec,half marathon,2014-08-24,21.0975,M40-49
3741,Marathon des Deux Rives Lévis-Québec,half marathon,2013-08-25,21.0975,M40-49
3741,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M35-39
3741,Marathon des Deux Rives Lévis-Québec,half marathon,2012-08-26,21.0975,M30-39
3741,Demi Marathon International de Quebec,half marathon,2012-05-06,21.0975,M30-39
473,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M25-29
3124,Course d'Oka Race,21.1km,2014-11-02,21.1,M50-59
3124,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M50-54
3124,Oka Road Race,half marathon,2013-11-03,21.0975,M50-59
3124,Marathon Oasis de Montreal,10km,2013-09-22,10.0,M50-54
3124,Defi Deux-Montagnes,10km,2013-06-09,10.0,M50-59
3124,Défi course et marche Desjardins Sainte Thérèse,10km,2013-05-05,10.0,M50-59
6919,Scotiabank Toronto Waterfront Marathon,marathon,2013-10-20,42.195,M40-44
6919,Sporting Life 10k,10km,2013-05-12,10.0,M40-44
6919,Goodlife Toronto Marathon, Half Marathon, and 5k,marathon,2013-05-05,42.195,M40-44
6919,Scotiabank Toronto Waterfront Marathon,marathon,2012-10-14,42.195,M40-44
6919,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M40-44
6919,Sporting Life 10K,10km,2012-05-13,10.0,M40-44
6919,Goodlife Toronto Marathon, Half Marathon, and 5k,marathon,2012-05-06,42.195,M40-44
2150,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M18-24
2150,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M18-24
2057,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M45-49
2057,Ottawa Race Weekend,ottawa half marathon   half marathon,2013-05-26,-1,M45-49
2057,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M40-44
2057,Course du Fort de Chambly,10km,2012-05-06,10.0,M40-49
205,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
205,Coupe Dix30,5km,2014-07-02,5.0,M40-49
205,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M40-44
205,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M40-44
5901,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
5901,Course populaire du parc Angrignon,10km,2014-09-21,10.0,M40-44
5901,Course d'ete des iles de Boucherville,10km (course),2014-06-01,10.0,M40-49
5901,Demi Marathon Hypothermique,half marathon,2014-02-16,21.0975,M40-49
5901,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M40-44
5901,Banque Scotia 21km et 5km,21km,2013-04-28,21.0,M40-44
5901,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M40-44
5901,Marathon des Deux Rives Lévis-Québec,marathon,2012-08-26,42.195,M40-49
5901,Ottawa Race Weekend,marathon,2012-05-27,42.195,M40-44
1239,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F35-39
1239,Banque Scotia 21km et 5km,21km,2014-04-27,21.0,F35-39
1239,Cross-Country Saint-Laurent Select,5km,2013-10-19,5.0,F30-39
1239,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F35-39
1239,Defi Physio Extra de Terrebonne,5km,2013-06-01,5.0,F30-39
1239,Banque Scotia 21km et 5km,21km,2013-04-28,21.0,F35-39
1239,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,F35-39
1239,Coupe Dix30 2012,10km,2012-06-24,10.0,F30-39
1239,Defi Physio Extra de Terrebonne,10km,2012-05-26,10.0,F30-39
8487,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,F25-29
8487,Banque Scotia 21km et 5km,21km,2014-04-27,21.0,F25-29
8487,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F25-29
8487,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,F25-29
1740,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
1740,Marathon des Deux Rives Lévis-Québec,half marathon,2013-08-25,21.0975,M40-49
7579,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M25-29
7579,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M18-24
1512,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,F25-29
1512,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F25-29
1512,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,F25-29
6138,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M30-34
6138,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M30-34
2792,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M45-49
2792,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,M45-49
3072,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M55-59
3072,Demi Marathon International Oasis de Levis,half marathon,2014-05-04,21.0975,M50-59
3072,Marathon de Rimouski,42.2km,2013-10-06,42.2,M50-59
3072,Marathon des Deux Rives Lévis-Québec,half marathon,2013-08-25,21.0975,M50-59
3072,Ottawa Race Weekend,ottawa half marathon   half marathon,2013-05-26,-1,M55-59
821,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,F40-44
821,Tamarack Ottawa Race Weekend,scotiabankm ottawa half marathon,2014-05-25,-1,F40-44
821,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F40-44
821,Classique Du Parc La Fontaine,10km,2012-10-14,10.0,F30-39
821,Ottawa Race Weekend,half marathon,2012-05-27,21.0975,F35-39
821,Défi course et marche Desjardins Sainte Thérèse,10km,2012-05-06,10.0,F30-39
6108,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M35-39
5083,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
5083,Demi-marathon Bonneville de Lachine,half marathon,2014-08-24,21.0975,M30-39
5083,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M35-39
5083,Course du Fort de Chambly,5km,2012-05-06,5.0,M30-39
592,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F45-49
592,Marathon des Deux Rives Lévis-Québec,marathon,2013-08-25,42.195,F40-49
3488,Tour du Cap Tourmente,half marathon,2014-06-07,21.0975,F50-59
3488,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,F55-59
6020,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M45-49
991,Sporting Life 10k,10km,2013-05-12,10.0,M45-49
991,Niagara Falls International Marathon,marathon,2012-10-21,42.195,M45-49
991,Scotiabank Toronto Waterfront Marathon,marathon,2012-10-14,42.195,M45-49
991,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M45-49
991,Subaru Muskoka Triathlon and Duathlon,5150 triathlon,2012-07-22,-1,M45-49
991,Subaru Guelph Lake I Triathlon & Duathlon,olympic triathlon,2012-06-17,10.0,M45-49
3599,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M25-29
3599,Marathon SSQ Lévis-Québec,half marathon,2014-08-24,21.0975,M20-29
3599,Defi des escaliers,le defi oasis,2014-06-15,-1,M20-29
3599,Defi des escaliers,grimpeur,2013-06-16,-1,M20-29
3599,Defi des escaliers,sprinteur,2013-06-16,-1,M20-29
3599,Defi des escaliers,19km,2013-06-16,19.0,M20-29
568,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,F50-54
1099,The North Face Ultra-Trail Harricana du Canada,10km   sail,2014-09-13,10.0,M50-59
1099,Vert le Raid - TRAIL La Clinique Du Coureur,5km,2014-06-07,5.0,M50+
1099,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M55-59
1099,Marathon des Deux Rives Lévis-Québec,half marathon,2013-08-25,21.0975,M50-59
1099,Fort dans la course,10km,2013-07-07,10.0,M51-60
1099,Marathon des Deux Rives Lévis-Québec,marathon,2012-08-26,42.195,M50-59
1099,Demi Marathon Generations,half marathon,2012-05-26,21.0975,M50-59
4150,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M30-34
4150,Mud Hero Montreal,6km mud  and obstacle course,2014-06-14,6.0,M30-34
4150,Triathlon / Duathlon Mont-Tremblant,ironman 5150  triathlon olympic,2014-06-08,-1,M30-39
4150,Banque Scotia 21km et 5km,21km,2014-04-27,21.0,M30-34
2011,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F40-44
2011,Ottawa Race Weekend,ottawa half marathon   half marathon,2013-05-26,-1,F40-44
2011,Course Printaniere Oka,21,1km course,2013-04-21,-1,F 40-49
2011,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,F40-44
438,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F35-39
438,Banque Scotia 21km et 5km,21,1km,2012-04-29,-1,F35-39
438,Demi Marathon Hypothermique,half marathon,2012-02-18,21.0975,F30-39
5090,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M18-24
5090,Winterman Marathon and Marathon Relays,10km,2012-02-19,10.0,M18-19
1955,Defi Tour du lac Beauport,défi 18km le coureur nordique,2014-10-19,-1,M30-39
1955,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M30-34
1955,Vert le Raid - Demi-Marathon de l'Isle-aux-Coudres,23.5km the north face,2014-08-02,23.5,M30-39
1955,Tamarack Ottawa Race Weekend,scotiabankm ottawa half marathon,2014-05-25,-1,M30-34
1955,Ottawa Race Weekend,ottawa half marathon   half marathon,2013-05-26,-1,M30-34
1955,Marathon des Deux Rives Lévis-Québec,half marathon,2012-08-26,21.0975,M30-39
4955,MultiSport Canada Triathlon Series Bracebridge,olympic triathlon,2014-08-10,10.0,F35-39
4955,La Foulee des Parcs,10km,2014-06-15,10.0,F30-39
4955,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F35-39
4955,La Foulee des Parcs,10km,2013-06-16,10.0,F30-39
4955,Banque Scotia 21km et 5km,21km,2013-04-28,21.0,F30-34
4955,Banque Scotia 21km et 5km,21,1km,2012-04-29,-1,F35-39
2449,Vert le Raid - Demi-Marathon de l'Isle-aux-Coudres,23km,2013-08-03,23.0,M40-49
2449,Marathon des Deux Rives Lévis-Québec,marathon,2012-08-26,42.195,M40-49
7354,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F40-44
7069,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M50-54
7069,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M50-54
7069,Around the Bay Road Races,30km,2012-03-25,30.0,M50-54
4442,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M30-34
4442,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M30-34
4442,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M30-34
4939,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M55-59
4939,A votre rythme,5km,2014-06-08,5.0,M50-59
4939,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M55-59
4939,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M50-54
2944,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F18-24
7148,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F30-34
7148,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,F30-34
6780,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M18-24
8044,Marathon SSQ Lévis-Québec,marathon,2014-08-24,42.195,M40-49
8044,Tour du Lac Brome,20km route,2014-06-15,20.0,M40-49
8044,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,M40-44
8044,Banque Scotia 21km et 5km,21km,2014-04-27,21.0,M40-44
8044,Scotiabank Toronto Waterfront Marathon,marathon,2013-10-20,42.195,M40-44
8044,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M40-44
8044,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M40-44
8044,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M35-39
8044,Banque Scotia 21km et 5km,21,1km,2012-04-29,-1,M35-39
4550,Tamarack Ottawa Race Weekend,scotiabankm ottawa half marathon,2014-05-25,-1,F35-39
4550,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F35-39
4550,Ottawa Race Weekend,ottawa half marathon   half marathon,2013-05-26,-1,F35-39
4550,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,F35-39
5013,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F35-39
2337,Classique Du Parc La Fontaine,10km,2014-10-19,10.0,M30-39
2337,Demi-marathon Granby,half marathon course,2014-09-14,-1,M30-39
2337,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,M35-39
2337,Defi Gerard Cote de St-Hyacinthe,15km,2014-05-11,15.0,M35-39
2337,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M35-39
2337,Defi Gerard Cote de St-Hyacinthe,5km,2013-05-12,5.0,M30-39
2337,Défi Hivernal Ile Bizard,10km,2013-02-17,10.0,M30-39
2337,La Grande Vadrouille,5km,2012-09-16,5.0,M30-39
2337,Demi-Marathon Granby,half marathon,2012-09-09,21.0975,M30-39
2337,Ottawa Race Weekend,marathon,2012-05-27,42.195,M35-39
2337,Defi Gerard Cote de St-Hyacinthe,15km,2012-05-13,15.0,M30-39
2337,Course du Fort de Chambly,5km,2012-05-06,5.0,M30-39
2337,Course et marche populaires de LaSalle,5km,2012-03-25,5.0,M30-39
6438,Course d'Oka Race,10km,2014-11-02,10.0,F30-39
5014,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,F18-24
5014,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F18-24
5014,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,F18-24
733,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M18-24
733,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M18-24
4170,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M18-24
6769,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M25-29
1784,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M35-39
4801,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
1950,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M18-24
611,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M40-44
3186,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M35-39
8175,Demi-marathon des couleurs Promutuel,21.1km,2014-10-12,21.1,M40-49
8175,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M45-49
8175,Mud Hero Montreal,6km mud  and obstacle course,2014-06-14,6.0,M45-49
8175,Demi marathon des pompiers de Shawinigan,half marathon,2014-06-08,21.0975,MALE
8175,Course du Cegep Trois-Rivieres,10km,2014-04-27,10.0,M-VETERAN I
8175,Demi marathon des couleurs de Becancour,21.1km,2013-10-13,21.1,M40-49
8175,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M45-49
8175,Festi-beach du Lac a la Tortue,21km,2013-07-27,21.0,M40-49
8175,Demi marathon des pompiers de Shawinigan,21km,2013-06-09,21.0,M40-49
8175,Course du Cegep Trois-Rivieres,10km,2013-04-28,10.0,M-VET I
8175,Demi marathon des couleurs de Becancour,half marathon,2012-10-07,21.0975,M40-49
8175,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M45-49
8175,Demi marathon des pompiers de Shawinigan,21km,2012-06-10,21.0,M40-49
3820,Marathon SSQ Lévis-Québec,half marathon,2014-08-24,21.0975,M40-49
3820,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,M45-49
3820,Marathon de Rimouski,21.1km,2013-10-06,21.1,M40-49
3820,Marathon des Deux Rives Lévis-Québec,half marathon,2013-08-25,21.0975,M40-49
3820,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M45-49
3820,Banque Scotia 21km et 5km,21km,2013-04-28,21.0,M45-49
3820,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M45-49
3820,Marathon des Deux Rives Lévis-Québec,half marathon,2012-08-26,21.0975,M40-49
3820,Tour du Lac Brome,20km route,2012-06-17,20.0,M40-49
8219,Tamarack Ottawa Race Weekend,scotiabankm ottawa marathon,2014-05-25,-1,M35-39
8219,Oka Road Race,half marathon,2013-11-03,21.0975,M30-39
8219,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M35-39
8219,Vert le Raid - XC de la Vallee,21km,2013-08-18,21.0,M30-39
8219,Course pour vaincre la Sclerose en Plaques Mont-Tremblant,10km,2013-05-26,10.0,M30-49
8219,Demi Marathon International Oasis de Levis,half marathon,2013-05-05,21.0975,M30-39
8219,Defi du Tour du Lac Beauport,18km,2012-10-14,18.0,M30-39
8219,Marathon Oasis de Montreal,half marathon,2012-09-23,21.0975,M35-39
8219,Demi Marathon International de Quebec,half marathon,2012-05-06,21.0975,M30-39
1461,Le Defi Beauceron,10km,2014-06-21,10.0,M50-59
1461,Marathon des Deux Rives Lévis-Québec,10km,2013-08-25,10.0,M50-59
1461,Le Defi Beauceron,10km,2012-06-23,10.0,M50-59
3447,Oka Road Race,half marathon,2013-11-03,21.0975,M20-29
3447,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M25-29
3447,Ultra-Trail Harricana de Charlevoix,28km,2013-09-07,28.0,M16-29
3447,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M25-29
6922,GranFondo Niagara Falls,kming / queen of the mountain,2013-09-14,-1,F50-59
6922,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F45-49
6922,A Mid Summer Nights Run,30km race,2012-08-18,30.0,F40-49
6922,Downtown Dash,10km,2012-07-19,10.0,F45-49
6922,MultiSport Canada Triathlon Series Welland Tri/Du & Give-It-A-Tri,give it a tri,2012-06-23,-1,F50-59
6922,Goodlife Toronto Marathon, Half Marathon, and 5k,half marathon,2012-05-06,21.0975,F45-49
6922,Around the Bay Road Races,30km,2012-03-25,30.0,F45-49
4778,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M18-24
1724,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
4964,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F50-54
4090,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M18-24
8420,Ironman Mont-Tremblant,resultats,2014-08-17,-1,M50-54
8420,Triathlon / Duathlon Mont-Tremblant,ironman 5150  triathlon olympic,2014-06-08,-1,M50-59
8420,Ironman Mont-Tremblant,overall results,2013-08-18,-1,M50-54
8420,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M50-54
2186,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F55-59
348,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F18-24
348,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,F18-24
2388,Demi Marathon International Oasis de Levis,half marathon,2014-05-04,21.0975,F40-49
2388,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,F45-49
2388,Demi Marathon International Oasis de Levis,half marathon,2013-05-05,21.0975,F40-49
2388,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F40-44
2388,Marathon des Deux Rives Lévis-Québec,half marathon,2012-08-26,21.0975,F40-49
3954,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M30-34
3954,Course du Fort de Chambly,10km,2012-05-06,10.0,M30-39
7192,Classique Du Parc La Fontaine,5km,2014-10-19,5.0,M40-49
7192,Banque Scotia 21km et 5km,5km,2014-04-27,5.0,M35-39
7192,Banque Scotia 21km et 5km,5km media challenge,2014-04-27,5.0,M35-39
7192,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M35-39
7192,Banque Scotia 21km et 5km,21km,2013-04-28,21.0,M35-39
7192,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M35-39
7192,Coupe Dix30 2012,10km,2012-08-19,10.0,M30-39
7192,Banque Scotia 21km et 5km,21,1km,2012-04-29,-1,M35-39
7192,Course et marche populaires de LaSalle,5km,2012-03-25,5.0,M30-39
7192,Demi Marathon Hypothermique,half marathon,2012-02-18,21.0975,M30-39
2955,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
5367,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F40-44
5367,Marathon SSQ Lévis-Québec,half marathon,2014-08-24,21.0975,F40-49
5367,Vert le Raid - TRAIL La Clinique Du Coureur,10km,2014-06-07,10.0,F40+
5367,Demi Marathon International Oasis de Levis,half marathon,2014-05-04,21.0975,F40-49
5367,Defi du Tour du Lac Beauport,18km,2013-10-20,18.0,F30-39
5367,Marathon de Rimouski,21.1km,2013-10-06,21.1,F30-39
8519,Marathon Oasis Rock ‘n’ Roll de Montréal,half marathon,2014-09-28,21.0975,M30-34
8519,Marathon des Deux Rives Lévis-Québec,half marathon,2013-08-25,21.0975,M20-29
212,Demi Marathon Hypothermique,half marathon,2014-02-16,21.0975,M40-49
212,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M40-44
212,Demi Marathon Hypothermique,half marathon,2013-02-17,21.0975,M40-49
212,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M40-44
4518,Marathon Oasis de Montreal,marathon,2013-09-22,42.195,M40-44
4518,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M40-44
4518,Niagara Falls International Marathon,marathon,2012-10-21,42.195,M40-44
4518,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M40-44
6186,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,F25-29
6186,Défi Tri-O-Lacs,10km,2014-05-31,10.0,F20-29
6186,Tamarack Ottawa Race Weekend,scotiabankm ottawa half marathon,2014-05-25,-1,F25-29
6186,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,F25-29
4577,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M30-34
8510,Demi-marathon Granby,half marathon course,2014-09-14,-1,F40-49
8510,Ironman Mont-Tremblant,resultats,2014-08-17,-1,F45-49
8510,Ironman Mont-Tremblant 70.3,overall,2014-06-22,-1,F45-49
8510,Triathlon / Duathlon Mont-Tremblant,ironman 5150  triathlon olympic,2014-06-08,-1,F40-49
8510,Classique Du Parc La Fontaine,10km,2013-10-06,10.0,F40-49
8510,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,F40-44
8510,Triathlon Esprit de Montreal,duathlon olympic,2013-09-07,-1,F40-44
8510,Le 5km Endurance,5km,2013-08-14,5.0,F40-49
8510,Triathlon Verdun,duathlon,2013-07-21,15.0,F40-49
8510,Triathlon du Lac-Delage,duathlon sprint,2013-07-13,-1,F40-49
8510,Triathlon - Duathlon Trois-Rivieres,duathlon sprint,2013-06-22,-1,F40-49
8510,Triathlon / Duathlon Mont-Tremblant,duathlon sprint,2013-06-08,-1,F40-49
8510,Ottawa Race Weekend,ottawa half marathon   half marathon,2013-05-26,-1,F40-44
8510,Oka Road Race,10km course,2012-11-04,10.0,F40-49
8510,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,F40-44
8510,Demi-Marathon Granby,10km course,2012-09-09,10.0,F40-49
8510,Ottawa Race Weekend,half marathon,2012-05-27,21.0975,F40-44
8510,Course du Fort de Chambly,5km,2012-05-06,5.0,F40-49
5931,Coupe Dix30,21km,2014-10-05,21.0,M40-49
5931,Marathon Oasis Rock ‘n’ Roll de Montréal,marathon,2014-09-28,42.195,M40-44
5931,Marathon Oasis de Montreal,half marathon,2013-09-22,21.0975,M40-44
5931,Ottawa Race Weekend,ottawa marathon,2013-05-26,-1,M40-44
5931,Banque Scotia 21km et 5km,21km,2013-04-28,21.0,M40-44
5931,Course et marche populaires de LaSalle,10km,2013-03-24,10.0,M40-49
5931,Marathon Oasis de Montreal,marathon,2012-09-23,42.195,M40-44
