RUNNER,GENDER,AGE,RAN 2011,RAN 2012,RAN 2013,RAN 2014,RAN 2015,EVENT COUNT,AVG_DIST,RUN_RATIO,TIME_WEIGHT,TOTAL DISTANCE,PERFORMANCE,AVG SPEED
3882,M,42,0,1,1,1,1,10,24.9603125,0.8,2.2,202.6825,5905.14956875,2.80252189235
8139,M,38,0,1,0,1,1,3,19.065,1.0,1.66666666667,62.195,1930.418025,3.99687345392
6444,M,38,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.17938123031
6607,M,33,0,0,0,1,1,1,21.0975,1.0,1.0,42.195,890.2090125,2.65579440546
7439,M,56,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.49276304129
1445,M,56,0,1,1,1,1,19,27.9515384615,0.684210526316,2.36842105263,399.565,14381.5571625,1.485090591
2490,M,51,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.74760695448
659,M,30,0,1,0,0,0,2,31.64625,1.0,3.0,63.2925,2225.52253125,3.62993410366
5383,F,34,0,0,1,1,0,3,42.195,0.333333333333,1.33333333333,40.195,1782.418025,0.780437143217
4631,M,40,0,1,1,0,0,2,42.195,1.0,2.5,84.39,3560.83605,2.76678378287
8612,F,45,0,1,1,0,0,4,28.13,0.75,2.5,83.39,2671.6270375,2.30742223308
2509,F,33,0,0,0,1,0,3,31.0975,1.0,1.0,93.2925,3125.52253125,2.19699200918
5946,M,23,0,0,1,1,0,2,42.195,1.0,1.5,84.39,3560.83605,3.37900641048
6687,M,54,0,1,1,1,0,6,36.920625,0.666666666667,2.0,195.6825,8390.35858125,2.00087484138
3928,M,37,0,1,1,1,1,8,29.4308333333,0.75,2.0,237.8775,8468.77660625,2.2625837157
1838,M,40,0,0,1,0,0,4,28.0975,0.75,2.0,83.2925,2667.52253125,2.77685935702
5444,M,50,0,1,1,0,0,4,31.371875,1.0,2.25,125.4875,4405.94055625,2.80286108194
5798,M,46,0,1,1,1,1,6,20.7316666667,1.0,2.0,144.4875,3716.73154375,1.9969277342
1148,M,25,0,0,1,1,1,2,31.64625,1.0,1.5,105.4875,4005.94055625,1.41531144422
3112,F,40,0,1,1,1,1,10,20.0433333333,0.9,1.9,249.39,6827.83605,3.26700438288
1974,M,62,0,1,0,1,0,3,42.195,1.0,2.33333333333,126.585,5341.254075,2.13760973131
4053,M,41,0,0,1,1,0,3,28.13,1.0,1.66666666667,84.39,2670.6270375,3.13105090581
4871,F,31,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,3.00641254008
5189,M,30,0,1,1,1,0,3,28.065,1.0,2.0,84.195,2662.418025,3.80732412086
619,F,28,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.47419960127
512,M,43,0,0,0,1,0,2,42.195,0.5,1.0,41.195,1781.418025,1.33098858116
476,M,59,0,1,1,1,0,22,16.8253947368,0.863636363636,2.36363636364,316.6825,8101.35858125,2.79416202209
6671,F,35,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.53758720231
4174,M,48,0,1,0,1,1,4,31.64625,1.0,2.0,168.78,6231.4630875,2.7911260156
2520,M,29,0,0,1,1,0,2,42.195,0.5,1.5,41.195,1781.418025,0.905552911948
7694,M,68,0,0,1,1,1,2,23.25,1.0,1.5,88.695,2861.668025,3.32130634963
3326,M,38,0,0,0,1,0,4,42.195,0.25,1.0,39.195,1783.418025,0.611801909855
3015,M,50,0,0,1,1,1,4,26.0975,0.5,1.25,47.195,1885.418025,0.828992992713
6755,M,54,0,0,1,1,0,3,31.5975,0.666666666667,1.33333333333,62.195,2222.418025,1.83819334195
3207,F,34,0,1,1,1,1,6,33.7365,0.833333333333,1.5,166.6825,6229.35858125,1.87688787958
4180,M,54,0,1,1,1,1,4,26.0975,1.0,2.25,146.585,4851.0450625,2.52130414639
2760,M,45,0,1,1,1,0,7,18.2154166667,0.857142857143,2.28571428571,108.2925,2892.52253125,3.07115279605
2438,M,54,0,0,1,0,1,1,42.195,1.0,2.0,84.39,3560.83605,2.3796826733
5760,M,21,0,1,1,1,1,4,31.4633333333,0.75,2.25,114.4875,4106.94055625,2.4882766141
4664,F,48,0,0,0,1,0,2,42.195,0.5,1.0,41.195,1781.418025,1.00742526979
2820,M,53,0,0,0,1,1,1,42.195,1.0,1.0,41.195,1781.418025,1.26917523913
3774,M,51,0,1,1,1,1,18,20.7873611111,1.0,2.33333333333,456.3675,11323.1956187,2.68919974075
6637,M,33,0,0,0,1,1,2,31.64625,1.0,1.0,84.39,2670.6270375,2.16168839517
6747,F,50,0,1,1,1,0,3,31.64625,0.666666666667,2.0,62.2925,2226.52253125,1.64907217642
5228,M,61,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,3.6309267705
8090,F,25,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.55108827086
6916,F,29,0,0,1,1,1,2,31.64625,1.0,1.5,84.39,2670.6270375,2.57900785113
7244,F,33,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.37892541016
3861,M,45,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,3.3153924727
498,M,25,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,3.58801020408
4733,M,33,0,1,1,1,0,4,28.871875,1.0,1.75,115.4875,4105.94055625,3.06471912474
7247,F,24,0,1,1,1,0,6,23.0975,0.833333333333,2.0,114.4875,3216.73154375,1.7364684033
5381,M,47,0,0,1,1,1,6,24.8475,0.666666666667,1.33333333333,138.585,3788.83605,1.29133793735
5804,M,53,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.39853342428
8245,M,44,0,1,1,1,1,16,30.96825,0.625,1.6875,509.78,30166.4630875,1.68972266946
4700,F,44,0,0,1,1,0,2,31.64625,1.0,1.5,63.2925,2225.52253125,2.39949511297
4608,M,33,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.21612394958
5795,M,41,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.69358442387
1720,M,30,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.92675313866
1496,M,24,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.76054955839
817,M,21,0,1,0,0,1,1,5.0,1.0,3.0,10.0,50.0,2.21840461184
6828,M,40,0,1,1,0,0,4,17.04875,1.0,2.5,68.195,2026.418025,3.58419471686
7521,M,34,0,0,1,1,0,3,31.64625,0.666666666667,1.66666666667,62.2925,2226.52253125,1.8962397727
5910,F,44,0,0,0,1,1,3,10.0,1.0,1.0,72.195,2080.418025,3.33965829283
437,M,45,0,1,1,0,0,3,24.4308333333,1.0,2.66666666667,73.2925,2325.52253125,3.5285576698
2682,F,55,0,1,1,0,1,5,20.878,1.0,2.8,125.4875,3315.73154375,2.83855149224
7593,M,52,0,1,1,1,1,8,26.0979166667,0.75,1.875,224.885,6303.88605,2.04862748907
3371,F,40,0,0,1,0,0,2,32.1975,1.0,2.0,64.395,2273.258025,2.82099628229
3930,F,32,0,0,1,1,1,4,42.195,0.5,1.5,81.39,3563.83605,0.962116863832
3674,F,35,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.73071447062
2035,M,32,0,1,1,1,1,15,34.8535714286,0.466666666667,1.53333333333,262.975,10722.090125,1.24134037403
2231,M,42,0,0,0,1,0,1,42.195,1.0,1.0,83.39,3561.83605,0.789281705948
4839,M,22,0,0,1,1,0,2,26.0975,1.0,1.5,52.195,1880.418025,3.32875317807
5453,F,22,0,0,1,1,0,6,42.195,0.166666666667,1.5,37.195,1785.418025,-0.262021855203
7156,M,24,0,1,1,0,0,2,31.64625,1.0,2.5,63.2925,2225.52253125,2.64014042517
4470,M,26,0,0,1,1,1,6,42.195,0.666666666667,1.33333333333,165.78,7124.6721,1.26418651959
7080,F,34,0,0,1,1,0,4,23.5975,1.0,1.25,94.39,2770.6270375,3.23893611085
6458,M,42,0,0,1,1,0,4,31.64625,0.5,1.25,61.2925,2227.52253125,1.51895461312
2966,M,44,0,1,1,1,1,12,16.7208333333,0.75,1.75,165.4875,3695.73154375,2.0026283908
1203,M,44,0,1,1,1,0,4,17.3983333333,0.75,2.0,51.195,1831.418025,1.86271924952
4078,M,24,0,1,1,0,0,2,31.64625,1.0,2.5,63.2925,2225.52253125,2.80689041222
5565,M,31,0,0,1,1,1,3,22.7641666667,1.0,1.66666666667,110.4875,4030.94055625,3.78593908731
8543,M,45,0,1,1,0,0,2,31.64625,1.0,2.5,63.2925,2225.52253125,2.24954355153
8522,M,49,0,1,1,1,1,10,27.9863888889,0.9,2.4,291.975,8804.6721,2.82871910858
3600,M,None,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,1.98536677175
6885,M,56,0,1,0,0,0,2,23.5975,1.0,3.0,47.195,1805.418025,2.60124767822
6871,M,59,0,1,1,1,0,5,20.823125,0.8,2.4,82.2925,2426.52253125,2.42990885073
601,F,34,0,0,1,0,1,1,21.0975,1.0,2.0,63.2925,2225.52253125,2.64147794657
6904,M,59,0,0,1,1,0,6,28.0975,0.5,1.5,81.2925,2669.52253125,1.46478617234
3534,F,47,0,0,0,1,0,1,21.0975,1.0,1.0,26.0975,470.10450625,2.30247563437
7096,M,48,0,0,0,1,0,5,20.0785,1.0,1.0,100.3925,2806.73253125,2.88792188264
6349,M,51,0,1,1,0,1,3,13.6991666667,1.0,2.66666666667,83.2925,2425.52253125,3.08597282416
76,F,38,0,0,0,1,0,1,42.195,1.0,1.0,62.195,2180.418025,2.75359486701
6147,M,43,0,1,1,1,1,19,15.6054411765,0.894736842105,1.52631578947,277.2925,5985.52253125,4.33395775593
7038,M,53,0,0,0,1,1,1,10.0,1.0,1.0,52.195,1880.418025,2.49400906286
5540,M,29,0,0,1,1,0,6,49.3983333333,0.5,1.5,145.195,7409.418025,1.15774073786
4200,F,45,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.10753708606
2315,M,None,0,0,0,1,0,1,None,0.0,1.0,-1,1,-1.6339869281
6946,M,60,0,1,1,0,0,2,42.195,1.0,2.5,84.39,3560.83605,2.9705010176
4328,M,35,0,0,1,1,1,4,26.0975,1.0,1.5,200.585,6377.0450625,3.35517227741
345,F,31,0,1,1,1,0,7,23.078,0.714285714286,2.42857142857,113.39,3213.6270375,2.16417188923
7226,M,25,0,1,1,1,0,3,17.3983333333,1.0,2.0,52.195,1830.418025,4.31386198134
1730,M,33,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,3.11747321758
4342,M,19,0,1,1,0,0,3,21.065,1.0,2.66666666667,63.195,2001.418025,3.45197153447
1213,M,38,0,1,1,0,0,3,28.13,1.0,2.66666666667,84.39,2670.6270375,2.53789799181
407,M,41,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.89701338826
3135,M,47,0,1,1,1,1,10,22.7316666667,0.9,2.1,264.6825,7543.35858125,2.67357403864
548,M,27,0,1,1,1,0,4,42.195,0.75,1.75,125.585,5342.254075,2.37199077564
532,F,43,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,1.9400891995
6477,F,22,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.13753799392
6113,M,30,0,1,1,0,0,2,31.64625,1.0,2.5,63.2925,2225.52253125,2.83907148411
8508,F,42,0,1,1,0,0,4,28.13,0.75,2.75,83.39,2671.6270375,2.22417199086
3946,M,38,0,0,0,1,1,2,26.0975,1.0,1.0,72.195,2280.418025,3.18169701011
1982,M,36,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.59533767991
752,F,29,0,0,1,1,0,2,31.64625,1.0,1.5,63.2925,2225.52253125,3.19939626174
657,M,34,0,1,1,1,1,4,31.13,0.75,2.25,113.4875,4087.94055625,2.62733862656
4581,F,38,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.13019991922
1595,F,38,0,0,0,1,0,1,21.0975,1.0,1.0,21.0975,445.10450625,2.67904761905
1713,M,35,0,1,1,0,0,10,18.4988888889,0.9,2.7,165.49,4778.04605,2.10712315906
1738,M,46,0,1,1,1,0,4,23.29875,1.0,1.75,93.195,2721.418025,2.9927181664
1221,M,23,0,1,1,1,0,4,36.920625,1.0,1.75,147.6825,5786.35858125,2.37879199572
2356,M,36,0,1,1,1,1,5,29.317,1.0,2.4,144.585,5543.254075,2.08265389906
6981,M,43,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,3.10943257185
6401,M,44,0,1,1,0,1,6,31.621875,0.666666666667,2.5,123.4875,4449.94055625,1.68732546457
5925,F,17,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,1.91577752554
6740,M,35,0,1,1,1,1,8,22.0609375,1.0,2.0,177.4875,4457.73154375,3.03255402793
6894,M,36,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,3.71402165302
7978,M,43,0,0,0,1,1,2,31.0975,1.0,1.0,83.2925,2625.52253125,2.34582246212
628,F,33,0,1,1,1,0,7,22.7641666667,0.857142857143,2.0,135.585,3661.83605,2.46447015525
2757,M,49,0,1,1,1,1,5,15.54875,0.8,2.2,107.2925,1861.31351875,2.38463148197
1529,M,45,0,1,1,1,1,3,42.195,0.666666666667,2.0,123.39,4361.83605,2.3646902553
5844,M,43,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,1.96347138204
4753,M,36,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,3.12949640288
4023,M,40,0,1,1,0,0,2,42.195,0.5,2.5,41.195,1781.418025,1.73956959103
8598,M,48,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,1.89054169094
7217,M,36,0,0,1,1,0,6,31.64625,0.333333333333,1.5,59.2925,2229.52253125,0.97588095879
2456,M,32,0,1,1,1,1,12,24.43125,0.5,1.66666666667,138.5875,4659.15055625,1.21937081008
3204,M,60,0,0,0,1,1,1,42.195,1.0,1.0,84.39,3560.83605,3.40488323219
4282,M,59,0,1,1,0,1,2,42.195,1.0,2.5,105.4875,4005.94055625,2.63917103354
5942,M,43,0,1,1,1,1,8,28.878,0.625,2.0,179.39,5565.83605,1.84759988682
6816,M,38,0,1,1,0,0,4,28.065,0.75,2.5,83.195,2663.418025,2.17278440184
1818,F,42,0,1,0,1,1,2,21.0975,1.0,2.0,84.39,2670.6270375,2.95275105788
1273,M,53,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,1.85815571605
6065,M,33,0,0,0,1,1,1,None,0.0,1.0,20.0975,446.10450625,0.805153293154
521,M,29,0,0,1,1,1,3,42.195,0.333333333333,1.66666666667,39.195,1783.418025,0.662235545232
2155,M,43,0,0,0,1,1,2,42.195,0.5,1.0,55.195,2007.418025,1.53343249258
4011,M,45,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,3.22246830609
7167,M,43,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.25076012162
4294,M,33,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.70967120473
2883,M,49,0,1,1,1,1,19,28.8048076923,0.684210526316,2.10526315789,493.0475,17398.8667313,1.36291587071
1894,M,28,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.94287906263
6280,M,28,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,3.42714424951
6493,M,45,0,1,1,1,0,12,25.823125,1.0,2.5,309.8775,9676.56759375,3.44104059884
434,F,28,0,0,0,1,0,3,24.4316666667,1.0,1.0,73.295,2325.628025,3.38367749409
3736,M,34,0,0,1,1,0,5,20.7316666667,0.6,1.2,60.195,1982.418025,1.91694368597
7913,M,52,0,1,0,0,1,1,42.195,1.0,3.0,109.39,3885.83605,3.19716304263
8132,M,75,0,0,1,0,1,1,None,0.0,2.0,41.195,1781.418025,1.12107444604
1223,F,28,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.9398035254
3697,M,30,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.91926110419
58,F,28,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.57742349276
1968,M,50,0,1,1,1,1,12,21.8991666667,0.5,2.16666666667,143.4925,4031.94253125,0.978412492127
5493,M,22,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,3.17207938656
203,M,30,0,0,1,1,1,3,10.3658333333,1.0,1.33333333333,62.195,1040.2090125,3.63202216118
4041,F,29,0,1,1,1,1,3,42.195,0.333333333333,2.0,39.195,1783.418025,0.560813620812
7904,F,33,0,0,0,1,0,1,21.0975,1.0,1.0,21.0975,445.10450625,2.78001054157
8260,M,62,0,1,1,1,1,7,24.58125,0.857142857143,2.28571428571,198.6825,4988.94055625,2.52483291753
7189,F,42,0,1,1,0,0,7,23.078,0.714285714286,2.28571428571,143.39,4113.6270375,2.40193648679
2389,M,22,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,3.64001035197
2993,M,56,0,1,0,0,0,1,10.0,1.0,3.0,10.0,100.0,3.885003885
2649,M,45,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.84122281328
8121,F,32,0,1,1,1,1,13,19.231875,0.923076923077,2.07692307692,247.88,5932.2550625,1.52170722549
8307,M,70,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.4665341673
6917,F,46,0,1,1,1,1,6,38.13,1.0,2.16666666667,258.78,9821.6721,3.04807846425
236,F,54,0,0,1,1,1,5,21.878,1.0,1.6,151.5875,4676.15055625,2.69160679971
2005,M,42,0,0,1,1,1,3,35.1625,1.0,1.33333333333,253.17,9792.2991375,1.92916659061
6223,M,47,0,1,1,0,0,6,20.08125,1.0,2.66666666667,120.4875,3240.73154375,3.12858101818
7292,M,33,0,1,1,0,0,2,42.195,1.0,2.5,84.39,3560.83605,2.94336067265
193,M,41,0,0,1,1,1,2,53.5975,1.0,1.5,149.39,7785.83605,2.15876724674
7026,F,49,0,0,1,1,1,3,42.195,0.333333333333,1.66666666667,82.39,3562.83605,1.40652443636
3032,F,40,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.47492521556
3350,M,40,0,1,1,0,0,4,31.64625,0.5,2.5,61.2925,2227.52253125,1.59036124966
1562,F,35,0,1,1,1,0,8,21.4984375,1.0,2.0,180.9875,4497.98154375,1.73893504436
5481,F,31,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,3.3653692774
4614,M,22,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.0121602289
1089,M,40,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.41514509759
850,M,40,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.72841901067
4685,F,39,0,0,1,1,0,2,31.64625,1.0,1.5,63.2925,2225.52253125,2.08695473659
5562,F,22,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.35213780032
5668,M,54,0,0,1,0,1,1,5.0,1.0,2.0,10.0,50.0,3.33680692771
2344,M,34,0,0,1,1,0,2,24.0975,1.0,1.5,48.195,1816.418025,2.76417668272
1846,M,69,0,1,1,1,1,13,36.64625,0.923076923077,1.69230769231,681.535,25192.0163,2.48180810542
7552,F,33,0,0,0,1,1,4,26.073125,1.0,1.0,124.39,3512.6270375,2.78953576267
1707,F,49,0,0,1,1,0,2,31.0975,1.0,1.5,62.195,2180.418025,3.07204175671
1899,F,33,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,1.85382891789
268,M,17,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,1.93937583307
6193,M,46,0,0,1,1,1,3,42.195,0.333333333333,1.66666666667,35.195,1787.418025,0.367576326388
1572,M,56,0,0,1,1,0,2,31.64625,1.0,1.5,63.2925,2225.52253125,2.56537733201
317,F,42,0,1,1,0,0,4,28.0975,0.75,2.25,83.2925,2667.52253125,1.94337865174
2205,M,58,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.37557707465
1743,M,22,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.42653401576
5155,F,30,0,0,1,1,0,2,32.8475,1.0,1.5,65.695,2332.668025,2.99997583977
6592,M,40,0,1,1,0,0,2,31.64625,1.0,2.5,63.2925,2225.52253125,3.03572753847
6253,F,40,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.85236260393
1201,F,30,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.88493094489
5729,M,49,0,1,1,1,1,5,35.1625,0.6,1.8,111.4875,4109.94055625,1.47437309038
893,M,63,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,1.99004857803
2960,F,53,0,0,1,1,1,5,13.6991666667,0.6,1.2,78.195,1294.2090125,1.07829488848
108,M,28,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,3.04086191986
654,M,39,0,1,1,1,0,12,15.539,0.833333333333,1.66666666667,153.39,3563.6270375,2.88510170198
7278,M,40,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,3.29777256741
5510,M,35,0,1,1,0,0,2,31.64625,1.0,2.5,63.2925,2225.52253125,2.52996505972
4267,M,53,0,0,0,1,1,1,42.195,1.0,1.0,63.2925,2225.52253125,2.08369976803
3855,M,45,0,1,1,0,1,6,25.0975,0.833333333333,2.5,196.585,5302.83605,2.76555601583
5237,M,43,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,3.16803063293
7273,F,33,0,1,1,1,0,3,28.13,1.0,2.0,84.39,2670.6270375,2.53117118687
4880,F,45,0,1,1,1,1,5,25.2975,1.0,2.0,218.78,6683.254075,2.15666838369
4164,M,44,0,1,0,1,1,4,50.7316666667,0.75,1.5,147.195,11885.418025,0.973416846445
4463,M,43,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,1.94402211472
6821,M,50,0,1,0,1,0,3,26.0975,0.666666666667,1.66666666667,51.195,1881.418025,2.05852887515
4972,M,30,0,1,1,1,1,12,25.3983333333,0.75,2.0,244.6825,6983.14956875,2.42284329713
4337,F,44,0,0,1,1,1,2,31.64625,1.0,1.5,94.39,2770.6270375,2.55147846433
6878,F,44,0,0,1,1,0,2,42.195,1.0,1.5,84.39,3560.83605,2.28444854757
1522,F,32,0,1,0,0,1,3,24.065,1.0,3.0,98.2925,2750.52253125,3.12797638652
8480,M,48,0,1,1,1,1,11,27.0978571429,0.636363636364,1.81818181818,245.9775,8010.77759375,1.51847066555
5803,M,33,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.11291937907
3689,M,56,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.94062303993
1300,M,45,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,3.02213149979
5657,M,38,0,0,1,1,0,4,31.0975,0.75,1.25,92.2925,3126.52253125,1.99575051975
5242,F,45,0,1,1,0,0,6,29.5365,0.833333333333,2.5,146.6825,4897.14956875,2.47016083814
5355,M,29,0,0,1,0,0,1,42.195,1.0,2.0,62.2925,2226.52253125,1.05658961511
2468,M,35,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.98429874814
7390,M,43,0,0,0,1,1,1,21.0975,1.0,1.0,63.2925,2225.52253125,1.99666169735
8046,M,34,0,0,1,1,0,3,27.7641666667,1.0,1.66666666667,83.2925,2625.52253125,2.52105281478
4303,F,61,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.63110307414
5738,M,38,0,0,0,1,1,1,10.0,1.0,1.0,41.0975,645.10450625,2.68210887749
6850,M,51,0,1,1,0,0,2,31.64625,1.0,2.5,62.2925,2226.52253125,2.06363447221
3422,F,56,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.66029884623
8290,M,55,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.98134671094
7077,M,53,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.09176085663
5322,M,35,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,3.54401142281
3013,M,28,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,3.02213149979
878,F,38,0,0,1,1,1,3,42.195,1.0,1.33333333333,168.78,7121.6721,0.509872395959
2340,M,34,0,1,1,1,0,14,19.573125,0.857142857143,2.14285714286,232.8775,7053.56759375,2.99746158029
5018,M,48,0,0,1,1,0,2,31.64625,1.0,1.5,63.2925,2225.52253125,1.16599425224
6765,M,53,0,1,1,1,1,6,39.29875,0.666666666667,1.66666666667,154.195,12858.418025,2.48537703335
8465,M,50,0,1,1,0,0,2,31.64625,1.0,2.5,63.2925,2225.52253125,2.62788582734
2543,M,65,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.00071123755
6882,M,24,0,0,1,1,1,2,None,0.0,1.5,40.195,1782.418025,0.851191664569
2172,M,60,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,3.09870015422
6019,M,45,0,0,1,0,0,2,31.64625,1.0,2.0,63.2925,2225.52253125,2.85663968251
4334,F,30,0,1,1,0,0,3,31.5975,0.666666666667,2.33333333333,62.195,2222.418025,1.46165529886
3354,M,34,0,1,1,1,1,14,10.8611538462,0.928571428571,2.21428571429,185.2925,3293.52253125,4.49920271538
3531,M,54,0,1,1,0,1,2,31.64625,1.0,2.5,76.2925,2352.52253125,2.23580108743
4140,F,31,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.85294117647
7903,M,40,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.58104966968
594,M,50,0,1,1,1,0,5,35.165,0.6,2.0,103.495,4008.468025,1.63156704483
8579,M,36,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,3.18116706876
2738,M,46,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,3.1833270464
5103,M,39,0,1,1,0,1,2,42.195,1.0,2.5,126.585,5341.254075,2.09189858916
1949,M,30,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.45433922755
1489,M,36,0,1,1,0,0,2,23.5975,1.0,2.5,47.195,1805.418025,2.36130820498
4857,M,56,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.84332884097
6278,M,44,0,0,1,1,1,3,42.195,0.333333333333,1.33333333333,39.195,1783.418025,0.552228746994
6632,F,31,0,0,1,1,0,2,31.64625,1.0,1.5,63.2925,2225.52253125,2.21196034943
7040,F,44,0,1,1,1,0,4,28.13,0.75,2.0,83.39,2671.6270375,2.22092980415
33,M,43,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,1.79690827016
4919,M,33,0,1,1,1,1,11,20.823125,0.363636363636,1.81818181818,85.2925,2533.52253125,1.14142589326
780,M,45,0,0,0,1,1,1,42.195,1.0,1.0,84.39,3560.83605,2.11968138496
2660,M,48,0,0,1,1,1,7,17.7560714286,1.0,1.28571428571,134.2925,3166.52253125,3.12891628695
749,M,33,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.66096991865
4803,M,53,0,1,1,1,0,6,25.317,0.833333333333,2.16666666667,144.6825,4008.94055625,1.3573159769
5327,M,35,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.98303287381
7544,M,19,0,0,1,0,0,1,10.0,1.0,2.0,10.0,100.0,2.9163021289
7101,M,60,0,1,1,0,0,3,28.13,1.0,2.66666666667,84.39,2670.6270375,2.25264650538
4029,M,62,0,1,1,1,0,21,22.9897916667,0.571428571429,2.04761904762,266.8775,8031.56759375,0.785344693898
6195,M,29,0,0,1,0,1,1,42.195,1.0,2.0,63.2925,2225.52253125,2.99244586878
