RUNNER,GENDER,AGE,RAN 2011,RAN 2012,RAN 2013,RAN 2014,RAN 2015,EVENT COUNT,AVG_DIST,RUN_RATIO,TIME_WEIGHT,TOTAL DISTANCE,PERFORMANCE,AVG SPEED
2394,F,48,0,0,0,1,1,1,21.0975,1.0,1.0,63.2925,2225.52253125,2.49768284297
1196,M,28,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,3.49440993789
5518,M,40,0,0,1,1,1,15,24.078,0.666666666667,1.4,295.975,8472.6721,2.16274347049
5564,M,50,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,3.68097356713
629,M,28,0,0,0,1,0,4,24.4308333333,0.75,1.0,72.2925,2326.52253125,3.23669229681
7020,F,28,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.44254703329
2251,M,28,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.08360080984
4465,M,24,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.10669529183
7457,F,58,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.27294764059
8144,F,54,0,1,0,1,0,2,31.64625,1.0,2.0,63.2925,2225.52253125,2.12904707628
5281,F,22,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.2864961526
6029,M,50,0,1,1,1,0,3,28.13,1.0,2.0,83.39,2671.6270375,2.0081147489
4926,M,30,0,0,1,1,1,3,31.0975,1.0,1.33333333333,177.6825,5796.14956875,3.30217601857
34,M,38,0,0,0,1,1,4,31.3475,1.0,1.0,165.585,5294.0450625,1.98567082453
634,M,41,0,1,1,1,1,3,35.1625,1.0,2.0,126.585,4451.0450625,3.14667437982
8511,F,42,0,1,1,1,0,9,26.996875,0.888888888889,2.0,214.975,7147.6721,2.42106362304
982,M,60,0,1,1,0,0,3,31.64625,0.666666666667,2.33333333333,62.2925,2226.52253125,2.08715821079
5782,F,40,0,0,1,0,0,2,31.0975,1.0,2.0,62.195,2180.418025,2.53850194621
4612,M,42,0,0,1,1,0,3,28.13,1.0,1.66666666667,84.39,2670.6270375,1.93595132076
8367,M,35,0,0,1,1,0,5,19.439,1.0,1.8,97.195,2705.418025,3.1946973753
4381,M,60,0,1,1,0,0,4,57.7641666667,0.75,2.25,172.2925,14326.5225313,3.31525219995
3279,M,50,0,1,1,0,0,4,31.6475,0.5,2.75,61.295,2227.628025,0.92904432494
1313,M,58,0,1,1,0,0,6,16.439,0.833333333333,2.83333333333,81.195,2231.418025,2.71949133491
6791,M,25,0,1,1,0,0,3,42.195,0.666666666667,2.66666666667,83.39,3561.83605,1.78410217543
4785,M,33,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,3.03495648421
2498,M,51,0,1,1,0,1,2,15.54875,1.0,2.5,73.2925,2325.52253125,3.27825213999
2622,M,30,0,1,1,1,0,13,22.3751923077,1.0,2.07692307692,290.8775,9507.77660625,3.09957337564
4672,F,31,0,1,0,0,0,2,42.195,1.0,3.0,84.39,3560.83605,2.81433337796
7873,M,56,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.50103728291
6359,F,25,0,1,1,0,0,2,42.195,1.0,2.5,84.39,3560.83605,2.65893329332
8067,F,39,0,1,0,0,1,3,17.3983333333,1.0,3.0,62.195,1930.418025,3.51653598889
6336,M,41,0,0,1,1,0,2,31.64625,1.0,1.5,63.2925,2225.52253125,2.90453798078
6003,M,48,0,0,0,1,1,1,30.0,1.0,1.0,72.195,2680.418025,3.29893234985
3196,M,33,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.09383684002
6372,F,45,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.65494242748
5462,M,42,0,1,0,1,0,2,42.195,0.5,2.0,41.195,1781.418025,1.43579011842
4145,M,39,0,1,1,1,1,3,15.7316666667,1.0,2.0,68.2925,1360.31351875,2.76143593746
5923,M,42,0,0,1,1,1,6,28.1308333333,0.5,1.33333333333,102.49,3118.8370375,0.940482577703
123,F,50,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.56754289887
4527,F,30,0,1,1,0,0,3,31.64625,0.666666666667,2.66666666667,62.2925,2226.52253125,1.7912323124
4141,M,44,0,1,1,1,0,6,52.3983333333,0.5,1.83333333333,154.195,13908.418025,1.36978811132
2064,M,28,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.06807822379
8195,M,41,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.9
7735,F,38,0,0,1,0,1,1,10.0,1.0,2.0,52.195,1880.418025,2.430377025
7734,M,38,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,3.02256446991
5536,M,38,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.58278753749
1244,M,43,0,0,0,1,0,2,23.5975,1.0,1.0,47.195,1805.418025,2.43150046583
6741,M,42,0,1,1,1,1,5,36.920625,0.8,2.2,188.8775,7567.77660625,2.90134234463
5567,M,35,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.36704813194
776,F,36,0,1,1,1,0,4,35.1625,0.75,1.75,104.4875,4006.94055625,2.39617364433
228,M,30,0,0,1,0,0,2,42.195,0.5,2.0,41.195,1781.418025,1.47876217845
6855,F,34,0,1,0,1,0,4,28.13,0.75,2.0,83.39,2671.6270375,1.86186511271
7482,M,40,0,1,1,1,0,4,26.065,0.75,1.75,77.195,2447.418025,2.38781439549
5460,M,34,0,0,1,1,0,2,42.195,0.5,1.5,51.195,1881.418025,2.11186951087
5394,F,28,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,1.99192748902
5257,M,46,0,1,1,1,1,5,24.6585,1.0,2.4,151.2925,4209.52253125,2.72545972582
4907,M,44,0,1,1,1,0,5,23.318,1.0,1.8,116.59,3263.4670375,2.75855341747
3245,M,31,0,1,1,1,0,3,42.195,1.0,2.0,126.585,5341.254075,3.23207237612
2584,F,35,0,0,1,0,0,2,42.195,0.5,2.0,46.195,1806.418025,2.0475813632
5907,M,28,0,0,1,1,0,2,7.5,1.0,1.5,15.0,125.0,2.11098082831
6724,M,38,0,0,0,1,1,1,11.0,1.0,1.0,53.195,1901.418025,3.0399896924
6746,M,33,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,3.24252670407
5005,M,45,0,1,1,1,0,6,18.639,0.833333333333,1.83333333333,92.195,2522.418025,2.42435287412
7757,M,43,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.82562110761
4201,F,48,0,1,1,0,0,3,42.195,0.666666666667,2.66666666667,83.39,3561.83605,1.97346296519
3748,M,53,0,1,1,1,0,5,22.32375,0.8,2.0,88.295,2692.628025,2.67465630481
371,M,46,0,0,1,0,1,1,42.195,1.0,2.0,105.39,3111.6270375,3.16266603561
6550,M,35,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,3.66530576789
1882,M,51,0,1,1,1,1,8,20.9145833333,0.75,2.625,121.4875,4159.94055625,1.9418420342
7665,M,23,0,1,1,1,0,3,28.13,1.0,2.0,84.39,2670.6270375,2.97161158864
5181,M,37,0,1,0,1,1,3,31.5975,0.666666666667,2.33333333333,83.2925,2667.52253125,2.66010127929
516,M,45,0,0,1,0,0,1,5.0,1.0,2.0,5.0,25.0,3.74251497006
1801,M,34,0,0,1,1,0,2,31.64625,1.0,1.5,63.2925,2225.52253125,3.18096337267
1871,M,38,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.30171285184
7321,F,40,0,1,1,0,0,4,35.1625,0.75,2.5,104.4875,4006.94055625,2.37357200131
1694,M,36,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.46336622103
3024,M,43,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,1.90875780331
7058,M,40,0,0,1,1,1,4,23.573125,1.0,1.25,142.39,3996.6270375,2.16109209605
7150,M,46,0,1,1,1,1,4,28.871875,1.0,2.25,120.4875,4130.94055625,3.06984156505
1296,M,62,0,1,1,1,0,8,22.3983333333,0.75,1.625,131.39,4263.83605,1.78811731796
4191,M,35,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,3.24826789838
2446,M,51,0,1,1,1,0,7,31.6475,0.285714285714,2.0,58.295,2230.628025,0.648309970531
6288,M,50,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,1.73043799213
2147,F,34,0,0,1,1,0,5,29.4975,1.0,1.6,147.4875,4887.94055625,2.2424406617
3737,M,36,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.8632014657
5065,M,36,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.83969311528
2355,M,54,0,0,1,0,1,1,21.0975,1.0,2.0,63.2925,2225.52253125,3.32377122567
8701,F,35,0,0,1,1,1,2,31.64625,1.0,1.5,84.39,2670.6270375,2.77155740333
8310,F,33,0,0,0,1,1,4,13.6991666667,0.75,1.0,66.195,1116.2090125,1.49276588693
14,F,28,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.32517771532
7630,M,54,0,1,1,1,1,17,23.88825,0.588235294118,1.76470588235,274.0775,9125.40759375,1.17092370075
1317,M,56,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.95421130015
2124,M,37,0,1,1,0,0,4,35.13,0.75,2.25,104.39,4002.83605,2.22613729303
7271,M,46,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.68603984977
8304,F,40,0,0,1,0,0,2,31.64625,1.0,2.0,63.2925,2225.52253125,3.09764558002
1934,M,46,0,1,1,1,1,3,28.0975,1.0,2.0,147.585,4892.0450625,2.34449729838
4396,F,54,0,0,1,0,1,1,10.0,1.0,2.0,52.195,1880.418025,2.45155692682
2644,M,29,0,0,1,1,0,8,16.3414285714,0.875,1.75,113.39,3761.83605,1.92213160892
4308,F,45,0,1,1,1,1,6,26.3475,0.666666666667,1.5,145.585,4894.0450625,1.9930045132
873,F,47,0,1,1,1,1,3,57.5,0.666666666667,2.0,156.195,12906.418025,3.92292444692
168,M,46,0,1,0,1,0,3,24.4308333333,1.0,2.33333333333,73.2925,2325.52253125,2.52370975821
3146,M,54,0,1,1,1,1,9,24.065,1.0,1.88888888889,288.78,9231.4630875,2.49929913968
8680,F,38,0,0,1,1,0,2,31.64625,1.0,1.5,63.2925,2225.52253125,2.3991198241
5450,M,39,0,0,1,1,0,2,31.64625,1.0,1.5,63.2925,2225.52253125,2.49281987258
6834,M,33,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,1.83432595748
1599,M,40,0,0,0,1,1,1,42.195,1.0,1.0,41.195,1781.418025,1.10273363997
6077,M,33,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,0.0
5452,M,40,0,1,1,0,0,2,31.64625,1.0,2.5,63.2925,2225.52253125,3.63339331802
4361,M,41,0,1,1,1,1,11,31.6466666667,0.545454545455,1.90909090909,255.1725,9010.19561875,1.34625920799
6748,M,48,0,0,0,1,0,3,31.5975,0.666666666667,1.0,83.295,2667.628025,1.99372954648
876,F,46,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,3.17279494699
6269,M,50,0,1,0,1,1,2,42.195,1.0,2.0,126.585,5341.254075,2.85378709548
2647,F,48,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.25268271849
5443,M,33,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.28922526042
81,M,34,0,0,1,1,0,2,31.64625,1.0,1.5,63.2925,2225.52253125,1.33528481013
4468,M,51,0,1,1,1,0,5,20.823125,0.8,2.2,82.2925,2426.52253125,1.97275753038
3403,M,43,0,0,0,1,0,2,21.0975,1.0,1.0,42.195,890.2090125,3.1043302415
4934,M,25,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.89204934887
1726,F,44,0,0,1,1,1,2,42.195,0.5,1.5,91.39,2773.6270375,1.34257227766
1027,M,54,0,1,1,1,0,4,42.195,0.75,2.0,125.585,5342.254075,2.07788486495
1190,M,30,0,1,1,1,0,4,18.04875,1.0,2.25,78.195,2116.418025,3.11208434446
1714,M,51,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,4.07287644788
7319,F,31,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.51550017885
3267,M,63,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.34065568314
1862,M,50,0,1,1,0,0,2,31.64625,1.0,2.5,63.2925,2225.52253125,3.12012733749
7710,M,30,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.46552530092
1465,F,29,0,1,1,1,0,4,28.0975,0.75,2.0,83.2925,2667.52253125,2.17113505635
7004,M,54,0,0,1,1,0,4,23.5975,1.0,1.25,94.39,2770.6270375,2.87862573182
4185,M,31,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,3.58283094167
5466,F,52,0,0,1,1,0,4,28.871875,1.0,1.75,115.4875,4105.94055625,2.64297080997
2771,M,40,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,0.0
4045,M,40,0,0,1,0,0,2,26.0975,1.0,2.0,52.195,1880.418025,3.31529232855
6462,M,44,0,0,1,1,0,2,42.195,0.5,1.5,41.195,1781.418025,0.957019732366
1891,M,63,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.36042738868
5630,M,25,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.72612740664
920,F,35,0,1,1,0,0,4,19.3983333333,0.75,2.5,57.195,1917.418025,1.95448325289
159,M,30,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,1.97505148849
4966,M,39,0,0,1,1,1,4,26.0975,0.75,1.25,119.4875,4231.94055625,2.12225883254
904,F,49,0,0,1,0,1,1,42.195,1.0,2.0,63.2925,2225.52253125,2.35992294515
291,M,50,0,0,1,1,1,5,79.039,1.0,1.4,437.39,45919.6270375,5.01695022495
7234,M,50,0,1,1,0,0,3,42.195,0.333333333333,2.66666666667,40.195,1782.418025,0.945082642136
4671,M,35,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.47303950299
4123,M,44,0,0,1,0,1,2,42.195,0.5,2.0,83.39,3561.83605,1.93780357686
247,M,40,0,1,1,1,1,7,24.839,0.714285714286,1.85714285714,121.195,3465.418025,1.98529487073
4484,M,52,0,1,0,0,1,2,42.195,0.5,3.0,62.2925,2226.52253125,1.80909736094
1434,M,53,0,1,1,1,0,7,37.957,0.714285714286,2.14285714286,186.785,7566.094075,1.82894820696
8614,M,24,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.99022039544
2036,F,40,0,1,1,0,0,6,19.065,1.0,2.5,114.39,3810.83605,2.61717881978
5449,M,28,0,0,0,1,1,2,25.5,1.0,1.0,72.0975,1786.10450625,1.99803060278
6886,F,23,0,0,1,1,0,2,31.64625,1.0,1.5,63.2925,2225.52253125,2.19615755943
8634,M,30,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.85893353208
7291,F,29,0,1,1,1,1,3,28.13,1.0,2.0,83.39,2671.6270375,2.17389371175
5546,F,28,0,0,0,1,0,2,42.195,0.5,1.0,41.195,1781.418025,1.07411840262
4102,F,58,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.89681449952
4151,M,39,0,0,1,0,1,1,42.195,1.0,2.0,41.195,1781.418025,1.31557340796
1906,M,45,0,0,1,0,0,4,20.7316666667,0.75,2.0,61.195,1981.418025,2.46227495701
1646,M,57,0,0,1,0,1,1,10.0,1.0,2.0,142.195,4580.418025,2.86908090244
1327,M,32,0,1,0,0,1,1,10.0,1.0,3.0,52.195,1880.418025,2.45848436349
4655,M,49,0,1,1,0,0,4,36.920625,1.0,2.5,156.6825,5887.35858125,2.97711762734
7986,M,35,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,3.6293652159
4572,M,63,0,0,0,1,1,2,21.0975,1.0,1.0,63.2925,1335.31351875,2.66915244502
1774,M,25,0,0,1,1,1,9,17.2564285714,0.777777777778,1.44444444444,153.795,3258.878025,3.09231558165
7064,M,33,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,0.0
6242,M,37,0,0,1,0,1,3,17.0325,1.0,2.0,103.2925,2825.52253125,4.07720965798
2809,M,31,0,1,1,0,1,5,31.4633333333,0.6,2.6,113.4875,4107.94055625,2.49234906158
8497,F,34,0,0,1,1,1,3,27.3983333333,1.0,1.33333333333,112.195,3080.418025,3.26764377758
6381,F,38,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,1.61964532474
468,M,49,0,1,1,0,1,2,42.195,1.0,2.5,82.39,3562.83605,1.38799053289
8136,M,22,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.44311273233
8315,M,44,0,0,1,1,0,3,42.195,0.666666666667,1.33333333333,83.39,3561.83605,1.90686977017
5755,M,43,0,0,0,1,1,1,21.0975,1.0,1.0,20.0975,446.10450625,1.1456070808
1883,M,48,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,1.72069977979
3918,M,53,0,1,1,0,1,3,26.0975,1.0,2.66666666667,99.39,2895.6270375,2.80501867955
288,M,38,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,3.41521651153
708,M,44,0,1,1,0,1,7,25.9145833333,0.857142857143,2.71428571429,175.585,5352.0450625,2.71394959901
2279,M,40,0,1,1,0,0,5,20.0985,1.0,2.6,100.4925,2843.36253125,2.75789045428
3102,M,35,0,1,1,0,1,2,31.64625,1.0,2.5,84.2925,2666.52253125,3.08871363345
3870,M,48,0,1,1,1,1,10,31.6346875,0.8,2.0,335.4675,12463.4526562,2.0958555131
500,F,40,0,1,1,1,0,3,35.1625,1.0,2.0,105.4875,4005.94055625,1.91585134857
933,M,43,0,1,1,1,1,15,22.5128571429,0.466666666667,2.26666666667,144.59,4115.0470375,0.98137517237
7408,F,54,0,1,1,1,0,5,44.573125,0.8,2.2,177.2925,13351.5225313,3.01390736389
4870,M,50,0,1,1,1,1,16,28.3902083333,0.75,1.9375,621.0725,33245.5675938,2.07472165405
8313,F,33,0,0,0,1,1,5,12.239,1.0,1.0,90.7925,2478.77253125,1.77508224584
5777,M,28,0,0,0,1,0,2,31.64625,1.0,1.0,63.2925,2225.52253125,3.17360894782
8378,M,48,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,3.10508499522
2464,M,23,0,0,1,1,0,3,38.13,1.0,1.33333333333,114.39,4460.83605,2.4124484847
4516,M,47,0,0,1,1,0,5,42.195,0.2,1.6,38.195,1784.418025,0.467471009674
8374,M,33,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,3.58343949045
4810,F,58,0,0,0,1,1,3,31.64625,0.666666666667,1.0,82.39,2672.6270375,0.997277848326
7272,M,24,0,1,1,1,0,3,28.7641666667,1.0,2.0,86.2925,2754.52253125,3.20930972642
1288,M,28,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.29133858268
6936,M,44,0,1,1,1,1,16,20.9271428571,0.4375,1.875,174.6875,4711.15154375,0.741236335828
3219,M,40,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.54339963834
4682,M,41,0,1,1,1,1,3,28.13,1.0,2.0,131.585,4476.0450625,3.08574747582
7990,F,40,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.47390947467
8568,M,33,0,0,0,1,1,1,21.0975,1.0,1.0,84.3925,2670.73253125,3.36879160055
8273,M,40,0,1,1,0,0,4,23.5975,1.0,2.5,94.39,2770.6270375,3.12588957759
6596,F,38,0,0,0,1,0,3,25.7316666667,1.0,1.0,77.195,2705.418025,3.03038811766
6082,F,28,0,0,1,1,0,2,31.0975,1.0,1.5,62.195,2180.418025,3.3179479609
7714,M,23,0,1,1,1,0,4,20.823125,1.0,2.0,83.2925,2425.52253125,3.44905700837
4531,F,33,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,1.78588056038
2017,F,28,0,0,0,1,1,1,9.0,1.0,1.0,51.195,1861.418025,2.1130738848
3399,M,18,0,1,1,0,0,2,5.0,0.5,2.5,4.0,26.0,1.51996082751
2766,M,68,0,1,1,0,0,3,34.7966666667,1.0,2.33333333333,104.39,3960.83605,3.48650554423
2726,M,43,0,1,1,1,1,17,11.7421428571,0.411764705882,1.64705882353,122.2925,2096.31351875,2.1071297818
7597,M,59,0,1,1,1,1,11,24.3088888889,0.818181818182,2.09090909091,258.975,8023.6721,2.74206376584
7914,M,36,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.72401549387
5264,M,42,0,0,0,1,0,1,42.195,1.0,1.0,41.195,1781.418025,1.12220744681
642,M,31,0,1,0,0,0,4,16.79875,1.0,3.0,67.195,2005.418025,3.11518064917
3988,F,60,0,1,1,0,0,2,31.64625,1.0,2.5,63.2925,2225.52253125,2.43687331581
7118,F,53,0,1,1,1,0,5,28.878,1.0,2.0,144.39,4470.6270375,2.50881542025
5091,M,36,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,3.63436692506
8383,M,38,0,0,0,1,1,3,28.1316666667,1.0,1.0,105.4925,3118.36253125,2.43866968277
4931,M,28,0,0,1,0,1,1,42.195,1.0,2.0,84.39,3560.83605,3.18300080684
3913,M,24,0,0,1,1,0,2,42.195,0.5,1.5,41.195,1781.418025,1.4671418637
5142,F,45,0,1,1,1,1,12,18.0433333333,0.75,2.08333333333,180.4875,4492.73154375,2.1841459492
2312,M,31,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.98767967146
7093,F,57,0,1,1,1,0,11,26.2872222222,0.818181818182,2.54545454545,234.585,7353.0450625,2.07414711179
2500,M,51,0,1,1,1,1,4,42.195,1.0,2.25,210.975,8902.090125,2.49568541812
3711,F,32,0,0,0,1,1,1,42.195,1.0,1.0,84.39,3560.83605,1.15952184666
1038,M,53,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,1.91996177822
1129,M,49,0,0,1,1,0,2,42.195,0.5,1.5,41.195,1781.418025,1.73987129182
810,F,45,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.71054153016
8392,F,31,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.634223998
6576,F,46,0,1,0,0,1,1,42.195,1.0,3.0,84.39,3560.83605,2.36692452475
5319,F,44,0,1,1,1,0,3,28.13,1.0,2.0,84.39,2670.6270375,2.02084993136
4245,M,33,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,4.14733634755
8674,M,28,0,0,1,1,0,2,23.5975,1.0,1.5,47.195,1805.418025,2.05263970462
171,M,55,0,1,1,0,0,3,28.0975,1.0,2.33333333333,84.2925,2666.52253125,2.8915237022
4784,M,23,0,0,0,1,0,2,42.195,1.0,1.0,84.39,3560.83605,3.60100019216
4916,M,32,0,1,1,1,1,7,25.317,0.714285714286,1.71428571429,121.585,3565.83605,1.45244361913
684,M,42,0,0,1,1,1,3,20.7316666667,1.0,1.66666666667,60.195,1982.418025,2.11944159242
7743,M,58,0,0,0,1,0,5,24.4308333333,0.6,1.0,71.2925,2327.52253125,0.981223847916
2198,M,33,0,0,0,1,0,2,26.0975,1.0,1.0,52.195,1880.418025,3.31088181031
2940,M,33,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.42890858853
3920,M,28,0,0,0,1,1,1,21.0975,1.0,1.0,42.195,890.2090125,1.75236350186
4794,M,40,0,1,1,0,0,2,21.5975,1.0,2.5,43.195,1781.418025,2.18138538997
7963,M,33,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,3.16446677666
1754,F,46,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,4.17937797147
6727,F,28,0,0,0,1,1,1,42.195,1.0,1.0,41.195,1781.418025,1.07354437926
7444,M,38,0,0,0,1,0,2,31.6475,1.0,1.0,63.295,2225.628025,2.18150102445
5478,F,26,0,0,1,0,1,1,None,0.0,2.0,41.195,1781.418025,1.14753335402
3275,M,23,0,0,1,1,1,2,21.0975,1.0,1.5,63.2925,1335.31351875,4.12377957536
121,M,36,0,1,1,1,0,5,23.5975,0.8,2.0,99.39,2807.6270375,2.04128246335
2229,M,43,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,1.92556929676
5789,M,33,0,0,0,1,1,1,42.195,1.0,1.0,105.4875,4005.94055625,3.0686069386
1951,F,24,0,1,0,1,0,2,31.0975,1.0,2.0,62.195,2180.418025,2.61456273884
3907,M,52,0,1,1,1,1,5,47.3475,0.8,2.2,230.585,15477.0450625,2.76669167353
5427,M,39,0,0,1,1,0,2,31.6475,1.0,1.5,63.295,2225.628025,3.42305663297
1858,M,43,0,0,0,1,0,1,21.0975,1.0,1.0,21.0975,445.10450625,2.31002956312
6647,M,58,0,0,1,0,1,1,21.0975,1.0,2.0,63.2925,2225.52253125,2.48172800393
6260,F,49,0,1,1,1,0,6,26.371875,0.666666666667,1.5,101.4875,3119.73154375,0.411699552162
7419,M,39,0,1,0,1,1,3,31.5975,0.666666666667,1.66666666667,83.2925,2667.52253125,2.17272598392
2616,M,44,0,1,1,1,1,24,27.37296875,0.666666666667,2.04166666667,472.1625,16114.9116687,1.43741379365
2439,M,36,0,1,0,0,0,1,42.195,1.0,3.0,42.195,1780.418025,2.95338419542
5836,M,45,0,1,1,1,1,13,17.9711363636,0.846153846154,2.23076923077,205.6825,4757.94055625,2.77130737808
7013,F,48,0,1,1,0,1,2,42.195,0.5,2.5,62.2925,2226.52253125,1.68894835515
7566,M,30,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.02315880322
18,F,34,0,1,1,1,0,8,22.7479166667,0.75,2.0,134.4875,3658.73154375,2.0718059189
6200,F,45,0,0,1,0,0,1,42.195,1.0,2.0,42.195,1780.418025,2.34416666667
2488,M,24,0,0,1,1,0,2,31.5975,1.0,1.5,63.195,2221.418025,3.43892604325
5010,F,48,0,0,1,0,1,1,10.0,1.0,2.0,61.0975,995.10450625,2.32453991272
4838,F,21,0,0,1,1,1,4,28.0983333333,0.75,1.75,81.295,2669.628025,0.515331036565
5223,F,39,0,1,0,0,1,2,13.04875,1.0,3.0,68.2925,2250.52253125,2.59931079683
6638,M,35,0,0,1,0,0,3,28.13,1.0,2.0,84.39,2670.6270375,2.88366802541
8349,M,38,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.12269846061
7849,M,38,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.92878461859
4537,F,22,0,0,1,1,0,2,26.0975,1.0,1.5,52.195,1880.418025,2.30981170497
4277,M,43,0,0,0,1,1,1,42.195,1.0,1.0,63.2925,2225.52253125,2.73777911392
2289,F,38,0,0,0,1,1,1,10.0,1.0,1.0,52.195,1880.418025,2.68293216464
3295,M,28,0,0,0,1,0,1,42.195,1.0,1.0,42.195,1780.418025,2.04294567638
6276,F,23,0,0,1,1,0,3,22.7641666667,1.0,1.66666666667,68.2925,2250.52253125,2.35935756205
3947,M,48,0,1,1,0,0,3,31.4633333333,1.0,2.66666666667,94.39,3660.83605,3.76488692539
668,M,23,0,1,0,1,0,2,21.0975,1.0,2.0,42.195,890.2090125,2.59293692507
3041,M,30,0,1,1,1,1,12,37.6625,1.0,2.08333333333,532.34,21378.8072875,1.98759794708
3387,F,54,0,1,1,1,0,3,35.1625,1.0,2.0,105.4875,4005.94055625,2.49649751782
2519,F,41,0,1,0,0,0,2,42.195,0.5,3.0,41.195,1781.418025,1.19374137098
